install_id,industry,size_band,country,climate,dust_level,shift_pattern,family,grade,cooling,ip_rating,duty_cycle_pct,channel,region,message_angle,landing_page,device,commissioning,service_plan,support_tier,had_thermal_fault,slow_first_response,ticket_count,feedback_score,order_value,installed_on,churned,reordered
I01750,food,small,PL,temperate,high,3-shift,Lifter,consumer,passive,IP54,35,referral,middle-east,service,/spec-sheets,desktop,self,standard,pooled,false,true,2,,12300,2025-07-19,false,true
I01751,mining,large,DE,hot,low,3-shift,Lifter,pro,active,IP65,65,referral,benelux,price,/contact,mobile,self,standard,dedicated,false,false,2,4,11600,2025-06-13,false,true
I01752,food,mid,ES,hot,low,3-shift,Loader,consumer,active,IP66,35,trade-fair,middle-east,uptime,/pricing,desktop,guided,standard,pooled,false,true,1,,12300,2025-05-07,false,true
I01753,construction,mid,PL,hot,high,3-shift,Lifter,consumer,active,IP65,35,search,benelux,durability,/pricing,mobile,guided,none,pooled,false,true,2,2,9000,2025-06-18,false,true
I01754,mining,large,FI,temperate,medium,3-shift,Lifter,consumer,passive,IP54,35,paid-social,benelux,durability,/pricing,mobile,self,premium,dedicated,false,false,3,,4100,2024-11-21,false,true
I01755,construction,mid,MA,hot,high,1-shift,Hoist,pro,passive,IP66,65,referral,iberia,price,/products,desktop,on-site,standard,pooled,true,true,3,,11750,2025-03-29,false,true
I01756,logistics,small,SE,temperate,medium,1-shift,Compactor,pro,liquid,IP54,65,referral,benelux,price,/contact,mobile,self,standard,dedicated,false,false,0,5,11600,2025-07-15,true,false
I01757,mining,small,SE,arctic,medium,3-shift,Hoist,industrial,liquid,IP66,90,trade-fair,benelux,price,/case-studies,mobile,on-site,none,pooled,false,false,0,,79650,2024-05-08,false,true
I01758,mining,small,SE,arctic,high,3-shift,Compactor,consumer,passive,IP66,35,search,iberia,service,/products,desktop,on-site,standard,dedicated,true,false,4,5,4300,2024-10-11,false,true
I01759,construction,large,AE,hot,high,3-shift,Conveyor,industrial,liquid,IP54,90,paid-social,benelux,durability,/products,mobile,self,none,dedicated,false,true,1,,135750,2025-01-05,true,false
I01760,construction,mid,DE,hot,medium,2-shift,Compactor,pro,active,IP65,65,distributor-ME,middle-east,uptime,/case-studies,desktop,on-site,none,pooled,false,false,0,,23200,2024-10-21,false,true
I01761,food,small,DE,hot,high,3-shift,Hoist,industrial,liquid,IP66,90,paid-social,iberia,service,/products,desktop,on-site,premium,dedicated,true,false,1,,79650,2024-07-09,false,true
I01762,logistics,large,AE,hot,low,1-shift,Hoist,consumer,active,IP66,35,search,nordics,durability,/contact,desktop,self,none,pooled,false,true,2,,7700,2025-04-23,true,false
I01763,food,small,DE,temperate,low,3-shift,Sorter,pro,liquid,IP66,65,search,nordics,durability,/case-studies,mobile,guided,standard,pooled,true,false,2,2,11600,2025-02-23,false,true
I01764,logistics,mid,PL,temperate,low,1-shift,Hoist,industrial,active,IP66,90,paid-social,iberia,service,/spec-sheets,desktop,on-site,standard,dedicated,false,false,0,5,26400,2024-05-01,false,true
I01765,mining,small,ES,hot,high,3-shift,Hoist,industrial,active,IP66,90,search,dach,service,/pricing,mobile,self,none,dedicated,false,false,0,4,26400,2025-01-22,true,false
I01766,mining,large,FI,temperate,low,3-shift,Hoist,pro,liquid,IP65,65,paid-social,nordics,service,/contact,desktop,guided,standard,pooled,false,true,1,,33750,2025-04-15,false,true
I01767,logistics,mid,AE,hot,medium,1-shift,Hoist,pro,passive,IP66,65,trade-fair,iberia,durability,/case-studies,desktop,guided,standard,pooled,true,true,2,,23500,2024-07-04,true,false
I01768,construction,large,SA,hot,low,2-shift,Compactor,consumer,active,IP54,35,paid-social,iberia,service,/pricing,mobile,self,standard,pooled,false,false,0,4,4500,2024-04-13,false,true
I01769,logistics,large,SE,temperate,high,2-shift,Sorter,pro,passive,IP54,65,trade-fair,benelux,price,/spec-sheets,desktop,on-site,none,dedicated,false,false,0,5,59250,2025-02-06,false,true
I01770,construction,small,AE,hot,high,1-shift,Hoist,pro,active,IP65,65,distributor-ME,middle-east,uptime,/spec-sheets,desktop,guided,premium,pooled,true,false,1,1,11800,2025-02-09,false,true
I01771,food,small,FI,temperate,medium,3-shift,Sorter,pro,active,IP65,65,search,dach,service,/case-studies,desktop,guided,standard,dedicated,true,false,2,,23000,2024-10-04,false,true
I01772,mining,large,ES,hot,high,1-shift,Sorter,industrial,active,IP54,90,search,dach,service,/case-studies,desktop,guided,none,pooled,false,false,0,,54200,2024-05-07,false,true
I01773,logistics,mid,AE,hot,medium,1-shift,Sorter,industrial,liquid,IP54,90,trade-fair,benelux,price,/contact,mobile,on-site,premium,dedicated,false,false,2,3,54300,2024-06-24,false,true
I01774,food,mid,ES,hot,low,2-shift,Lifter,consumer,passive,IP54,35,distributor-ME,middle-east,uptime,/contact,desktop,on-site,premium,dedicated,true,false,3,,20500,2025-07-24,false,true
I01775,construction,mid,MA,hot,low,1-shift,Conveyor,pro,active,IP65,65,trade-fair,middle-east,uptime,/case-studies,mobile,self,none,dedicated,false,false,0,5,23400,2024-12-29,true,false
I01776,logistics,mid,DE,temperate,low,1-shift,Hoist,pro,passive,IP66,65,trade-fair,benelux,price,/spec-sheets,mobile,guided,standard,pooled,false,false,1,,11750,2025-03-27,false,true
I01777,logistics,small,DE,hot,high,1-shift,Sorter,pro,active,IP65,65,distributor-ME,middle-east,uptime,/spec-sheets,mobile,guided,standard,dedicated,true,false,1,,57500,2025-08-02,false,true
I01778,logistics,small,DE,temperate,high,3-shift,Loader,consumer,active,IP66,35,trade-fair,iberia,durability,/pricing,mobile,on-site,standard,pooled,false,true,2,4,8200,2024-04-19,false,true
I01779,logistics,small,AE,hot,low,1-shift,Compactor,pro,active,IP65,65,referral,dach,uptime,/case-studies,desktop,self,standard,pooled,false,false,0,,11600,2024-08-01,false,true
I01780,logistics,small,MA,temperate,medium,2-shift,Hoist,pro,passive,IP66,65,search,iberia,service,/spec-sheets,desktop,self,none,pooled,false,false,0,,11750,2024-04-10,false,true
I01781,mining,small,MA,temperate,medium,3-shift,Sorter,consumer,passive,IP66,35,search,nordics,durability,/spec-sheets,mobile,self,standard,dedicated,true,false,4,2,3800,2025-04-11,false,true
I01782,logistics,large,SE,hot,medium,1-shift,Compactor,pro,active,IP65,65,search,dach,service,/products,desktop,self,standard,pooled,false,false,1,5,58000,2025-05-18,false,true
I01783,logistics,small,FI,temperate,high,2-shift,Hoist,consumer,active,IP66,35,search,middle-east,uptime,/pricing,desktop,self,standard,dedicated,false,false,0,,7700,2024-03-11,false,true
I01784,food,small,PL,hot,medium,3-shift,Sorter,industrial,liquid,IP54,90,search,nordics,durability,/contact,desktop,on-site,standard,pooled,false,false,0,,135750,2024-10-20,false,true
I01785,construction,mid,SE,temperate,high,2-shift,Hoist,consumer,active,IP66,35,paid-social,middle-east,durability,/pricing,mobile,on-site,standard,dedicated,false,false,0,,7700,2024-06-10,false,true
I01786,food,small,ES,hot,high,3-shift,Lifter,consumer,active,IP65,35,referral,dach,uptime,/case-studies,tablet,self,standard,pooled,false,false,0,5,4500,2025-05-01,false,true
I01787,logistics,small,DE,hot,medium,1-shift,Lifter,consumer,active,IP65,35,distributor-ME,middle-east,uptime,/products,desktop,on-site,standard,pooled,false,true,1,,4500,2024-07-06,false,true
I01788,food,mid,SE,temperate,medium,3-shift,Compactor,industrial,liquid,IP66,90,search,nordics,durability,/spec-sheets,desktop,guided,none,pooled,false,false,0,,26550,2024-10-13,false,true
I01789,mining,large,FI,temperate,low,3-shift,Hoist,consumer,active,IP66,35,trade-fair,iberia,durability,/pricing,mobile,guided,standard,dedicated,false,false,1,,3850,2025-07-06,false,true
I01790,logistics,small,FI,arctic,high,3-shift,Loader,consumer,passive,IP66,35,referral,middle-east,service,/pricing,desktop,guided,premium,pooled,false,true,3,2,8500,2025-07-23,false,true
I01791,logistics,small,DE,hot,medium,3-shift,Compactor,pro,passive,IP54,65,distributor-ME,middle-east,uptime,/contact,mobile,on-site,premium,pooled,true,true,2,,22600,2024-09-17,true,false
I01792,construction,small,SE,arctic,low,3-shift,Loader,pro,active,IP66,65,referral,iberia,price,/pricing,desktop,on-site,premium,dedicated,false,false,0,,11300,2024-06-06,false,true
I01793,construction,small,DE,temperate,high,1-shift,Lifter,pro,active,IP65,65,trade-fair,benelux,price,/spec-sheets,mobile,guided,standard,dedicated,false,false,1,,34800,2024-10-20,false,true
I01794,logistics,small,MA,hot,high,1-shift,Sorter,consumer,passive,IP66,35,paid-social,dach,service,/pricing,mobile,self,standard,pooled,true,true,2,,3800,2025-01-05,false,true
I01795,logistics,mid,MA,hot,high,2-shift,Lifter,consumer,passive,IP54,35,paid-social,benelux,durability,/case-studies,mobile,self,standard,dedicated,false,false,0,,4100,2025-05-07,true,false
I01796,food,small,FI,arctic,medium,2-shift,Conveyor,pro,liquid,IP65,65,paid-social,benelux,durability,/products,desktop,on-site,none,pooled,false,false,0,,23400,2025-09-03,false,true
I01797,food,small,SE,hot,high,2-shift,Compactor,pro,active,IP65,65,distributor-ME,middle-east,uptime,/spec-sheets,desktop,on-site,standard,dedicated,true,false,1,,11600,2024-03-31,false,true
I01798,construction,small,NO,temperate,low,1-shift,Sorter,consumer,active,IP54,35,search,iberia,service,/spec-sheets,mobile,guided,standard,pooled,false,true,1,,3850,2024-10-04,false,true
I01799,logistics,small,PL,hot,medium,1-shift,Sorter,industrial,liquid,IP54,90,referral,iberia,price,/contact,desktop,guided,standard,pooled,false,false,0,4,27150,2025-03-15,false,true
I01800,logistics,small,MA,hot,low,1-shift,Lifter,consumer,active,IP65,35,distributor-ME,middle-east,uptime,/pricing,mobile,self,none,dedicated,true,false,1,5,22500,2025-03-12,false,true
I01801,logistics,mid,MA,hot,low,1-shift,Loader,consumer,active,IP66,35,paid-social,iberia,service,/case-studies,mobile,on-site,premium,dedicated,false,false,1,5,4100,2024-10-07,false,true
I01802,construction,large,SA,hot,low,1-shift,Compactor,pro,passive,IP54,65,distributor-ME,middle-east,uptime,/spec-sheets,desktop,self,premium,dedicated,true,false,3,,33900,2024-08-27,false,true
I01803,mining,mid,SE,temperate,low,3-shift,Hoist,pro,active,IP65,65,trade-fair,nordics,service,/spec-sheets,desktop,guided,standard,dedicated,false,false,0,,35400,2024-04-07,false,true
I01804,mining,mid,MA,hot,high,3-shift,Loader,consumer,active,IP66,35,search,nordics,durability,/products,desktop,guided,premium,pooled,false,true,2,,8200,2024-08-03,false,true
I01805,food,small,PL,temperate,medium,3-shift,Loader,pro,passive,IP65,65,referral,iberia,price,/contact,tablet,self,standard,dedicated,false,false,0,,22400,2024-06-24,false,true
I01806,construction,mid,DE,temperate,medium,2-shift,Conveyor,pro,active,IP65,65,trade-fair,middle-east,uptime,/case-studies,mobile,guided,none,pooled,false,true,1,1,11700,2024-03-12,true,false
I01807,logistics,large,PL,temperate,medium,1-shift,Sorter,pro,passive,IP54,65,referral,iberia,price,/case-studies,desktop,on-site,none,pooled,false,false,0,5,11850,2024-04-15,false,true
I01808,construction,small,MA,hot,medium,2-shift,Hoist,pro,passive,IP66,65,trade-fair,iberia,durability,/contact,mobile,on-site,standard,dedicated,true,false,3,,11750,2025-06-29,false,true
I01809,food,small,AE,hot,medium,3-shift,Loader,pro,active,IP66,65,paid-social,nordics,service,/pricing,mobile,on-site,premium,dedicated,false,false,2,,11300,2025-02-12,false,true
I01810,construction,small,AE,hot,medium,1-shift,Lifter,consumer,active,IP65,35,search,dach,service,/pricing,desktop,on-site,standard,dedicated,false,false,0,,22500,2025-07-26,false,true
I01811,food,small,PL,temperate,high,2-shift,Loader,industrial,active,IP66,90,trade-fair,iberia,durability,/pricing,mobile,on-site,none,dedicated,false,false,0,,81150,2024-05-25,false,true
I01812,food,small,FI,temperate,medium,3-shift,Compactor,consumer,active,IP54,35,trade-fair,nordics,service,/contact,mobile,guided,standard,pooled,false,false,1,,4500,2024-12-03,false,true
I01813,mining,large,AE,hot,low,3-shift,Loader,industrial,liquid,IP65,90,paid-social,dach,service,/pricing,mobile,guided,standard,dedicated,false,false,0,4,80550,2024-06-30,false,true
I01814,mining,small,SE,hot,low,1-shift,Lifter,consumer,passive,IP54,35,referral,nordics,uptime,/pricing,tablet,on-site,standard,pooled,true,true,2,3,12300,2025-02-06,true,false
I01815,construction,small,MA,hot,high,1-shift,Conveyor,consumer,active,IP54,35,distributor-ME,middle-east,uptime,/products,mobile,self,standard,pooled,false,false,0,,8200,2024-07-28,false,true
I01816,logistics,mid,SE,arctic,medium,1-shift,Loader,pro,liquid,IP54,65,referral,dach,uptime,/pricing,desktop,guided,none,dedicated,false,false,1,2,11850,2025-02-08,false,true
I01817,mining,small,ES,hot,medium,2-shift,Loader,pro,liquid,IP54,65,distributor-ME,middle-east,uptime,/spec-sheets,desktop,guided,standard,pooled,false,true,1,,11850,2024-08-30,false,true
I01818,construction,small,DE,hot,low,1-shift,Hoist,pro,active,IP65,65,trade-fair,benelux,price,/pricing,desktop,on-site,none,pooled,false,true,1,,11800,2024-11-02,false,true
I01819,logistics,small,DE,hot,medium,3-shift,Lifter,industrial,active,IP66,90,distributor-ME,middle-east,uptime,/products,desktop,self,standard,dedicated,true,true,2,,26600,2024-05-19,false,true
I01820,logistics,small,FI,temperate,high,2-shift,Sorter,pro,liquid,IP66,65,referral,middle-east,service,/contact,desktop,self,premium,dedicated,false,false,0,5,11600,2024-09-30,true,false
I01821,mining,small,NO,hot,high,2-shift,Lifter,consumer,passive,IP54,35,paid-social,benelux,durability,/case-studies,desktop,self,none,dedicated,true,false,1,,4100,2025-07-24,false,true
I01822,construction,small,AE,hot,medium,3-shift,Conveyor,pro,liquid,IP65,65,search,middle-east,uptime,/products,desktop,self,none,dedicated,false,false,0,,11700,2025-05-13,false,true
I01823,food,large,SA,hot,low,2-shift,Compactor,pro,liquid,IP54,65,paid-social,middle-east,durability,/spec-sheets,desktop,on-site,none,dedicated,false,false,2,,34800,2025-03-02,false,true
I01824,logistics,small,DE,temperate,medium,3-shift,Sorter,pro,passive,IP54,65,referral,dach,uptime,/products,desktop,guided,none,pooled,true,false,1,5,11850,2025-08-08,false,true
I01825,construction,large,SA,temperate,high,1-shift,Sorter,pro,passive,IP54,65,search,middle-east,uptime,/case-studies,tablet,self,premium,dedicated,false,false,0,,23700,2025-04-01,false,true
I01826,construction,large,MA,hot,high,3-shift,Hoist,pro,passive,IP66,65,distributor-ME,middle-east,uptime,/products,desktop,guided,standard,dedicated,true,true,1,5,23500,2024-11-05,true,false
I01827,logistics,mid,PL,temperate,high,1-shift,Conveyor,industrial,active,IP65,90,trade-fair,iberia,durability,/spec-sheets,mobile,on-site,standard,dedicated,false,true,1,4,27100,2024-06-16,false,true
I01828,mining,large,AE,hot,low,3-shift,Sorter,consumer,passive,IP66,35,distributor-ME,middle-east,uptime,/contact,desktop,self,premium,pooled,true,true,5,,11400,2025-05-14,true,false
I01829,construction,mid,PL,temperate,medium,1-shift,Lifter,consumer,active,IP65,35,paid-social,nordics,service,/case-studies,mobile,guided,premium,pooled,false,false,0,5,4500,2025-03-20,false,true
I01830,food,mid,ES,temperate,low,3-shift,Loader,pro,active,IP66,65,search,iberia,service,/pricing,desktop,self,standard,pooled,true,false,2,,11300,2025-01-13,false,true
I01831,food,small,NO,temperate,high,3-shift,Sorter,industrial,liquid,IP54,90,trade-fair,middle-east,uptime,/pricing,desktop,guided,premium,dedicated,false,false,0,,81450,2025-02-14,true,false
I01832,construction,small,AE,hot,medium,3-shift,Sorter,industrial,active,IP54,90,distributor-ME,middle-east,uptime,/pricing,desktop,self,none,dedicated,true,false,2,,27100,2025-07-05,false,true
I01833,food,small,PL,hot,medium,2-shift,Conveyor,industrial,liquid,IP54,90,referral,nordics,uptime,/products,desktop,guided,none,pooled,false,false,0,,81450,2025-04-09,false,true
I01834,logistics,mid,DE,temperate,low,1-shift,Compactor,industrial,active,IP66,90,search,middle-east,uptime,/contact,desktop,on-site,standard,pooled,false,false,0,,53200,2024-05-19,false,true
I01835,food,small,FI,temperate,medium,2-shift,Loader,pro,liquid,IP54,65,paid-social,iberia,service,/contact,desktop,guided,standard,dedicated,true,false,3,,11850,2024-03-08,true,false
I01836,logistics,small,NO,temperate,high,1-shift,Hoist,pro,passive,IP66,65,search,nordics,durability,/pricing,tablet,self,standard,pooled,false,false,0,4,23500,2025-03-07,false,true
I01837,logistics,mid,SA,hot,high,2-shift,Compactor,pro,passive,IP54,65,distributor-ME,middle-east,uptime,/spec-sheets,mobile,guided,standard,dedicated,true,false,3,,11300,2024-10-15,true,false
I01838,mining,small,DE,temperate,high,3-shift,Sorter,industrial,liquid,IP54,90,trade-fair,benelux,price,/case-studies,desktop,guided,premium,dedicated,false,false,0,,27150,2025-04-24,false,true
I01839,construction,small,AE,hot,low,2-shift,Hoist,consumer,active,IP66,35,distributor-ME,middle-east,uptime,/products,tablet,self,standard,dedicated,false,true,1,,11550,2025-06-18,false,true
I01840,construction,small,PL,hot,medium,1-shift,Compactor,pro,liquid,IP54,65,search,benelux,durability,/pricing,desktop,on-site,standard,pooled,false,false,0,5,23200,2024-07-25,false,true
I01841,mining,small,ES,hot,high,3-shift,Loader,consumer,active,IP66,35,paid-social,middle-east,durability,/spec-sheets,desktop,on-site,standard,pooled,true,true,2,,4100,2024-04-24,false,true
I01842,logistics,mid,SA,hot,high,1-shift,Hoist,industrial,active,IP66,90,search,middle-east,uptime,/products,mobile,guided,premium,dedicated,false,false,0,,26400,2024-08-26,false,true
I01843,logistics,mid,PL,hot,high,1-shift,Loader,consumer,active,IP66,35,referral,iberia,price,/contact,mobile,on-site,none,pooled,false,true,1,,4100,2024-04-16,true,false
I01844,mining,small,AE,temperate,low,3-shift,Loader,pro,liquid,IP54,65,trade-fair,benelux,price,/contact,mobile,on-site,none,pooled,false,false,1,,23700,2024-09-28,true,false
I01845,construction,small,ES,hot,low,1-shift,Lifter,pro,passive,IP65,65,trade-fair,middle-east,uptime,/products,mobile,self,standard,dedicated,true,false,2,5,23500,2025-01-03,false,true
I01846,food,small,DE,temperate,low,3-shift,Conveyor,pro,passive,IP66,65,trade-fair,dach,uptime,/products,desktop,guided,none,pooled,false,false,0,,23200,2024-03-31,true,false
I01847,construction,large,FI,temperate,high,2-shift,Conveyor,pro,passive,IP66,65,paid-social,dach,service,/pricing,tablet,self,none,dedicated,false,false,0,,34800,2024-11-09,false,true
I01848,food,mid,DE,temperate,low,2-shift,Conveyor,industrial,liquid,IP54,90,paid-social,iberia,service,/spec-sheets,desktop,on-site,standard,pooled,false,false,0,,27150,2025-01-10,false,true
I01849,mining,mid,SE,temperate,medium,2-shift,Sorter,industrial,active,IP54,90,paid-social,dach,service,/products,desktop,self,standard,dedicated,true,true,3,2,27100,2024-05-08,false,true
I01850,construction,small,AE,hot,low,2-shift,Hoist,pro,passive,IP66,65,paid-social,nordics,service,/contact,mobile,guided,none,dedicated,true,false,3,3,23500,2024-10-23,false,true
I01851,logistics,large,DE,temperate,medium,3-shift,Loader,consumer,passive,IP66,35,search,iberia,service,/case-studies,desktop,self,none,dedicated,true,false,2,3,4250,2024-11-18,true,false
I01852,food,mid,DE,temperate,medium,3-shift,Lifter,industrial,active,IP66,90,search,benelux,durability,/case-studies,desktop,guided,premium,pooled,true,true,2,,53200,2024-05-01,false,true
I01853,mining,mid,PL,temperate,medium,1-shift,Sorter,industrial,liquid,IP54,90,paid-social,benelux,durability,/products,desktop,guided,standard,dedicated,false,false,0,,27150,2024-05-21,true,false
I01854,logistics,small,FI,temperate,high,2-shift,Lifter,industrial,liquid,IP66,90,trade-fair,nordics,service,/case-studies,desktop,on-site,none,pooled,false,false,0,,135000,2025-06-06,false,true
I01855,food,mid,SA,hot,medium,2-shift,Loader,industrial,liquid,IP65,90,distributor-ME,middle-east,uptime,/contact,desktop,on-site,standard,pooled,false,false,1,,80550,2025-08-12,false,true
I01856,food,small,FI,temperate,medium,3-shift,Sorter,pro,passive,IP54,65,trade-fair,nordics,service,/products,desktop,self,standard,pooled,false,true,1,,11850,2025-06-28,false,true
I01857,mining,large,AE,hot,medium,3-shift,Conveyor,pro,active,IP65,65,referral,dach,uptime,/case-studies,desktop,guided,standard,pooled,true,true,2,1,11700,2025-06-16,false,true
I01858,construction,small,AE,temperate,medium,1-shift,Hoist,pro,liquid,IP65,65,search,nordics,durability,/contact,desktop,self,none,dedicated,false,false,0,4,11250,2024-09-09,false,true
I01859,logistics,mid,PL,temperate,high,1-shift,Sorter,consumer,passive,IP66,35,referral,nordics,uptime,/case-studies,mobile,self,standard,pooled,false,false,0,5,19000,2024-07-28,false,true
I01860,construction,small,PL,temperate,medium,1-shift,Hoist,consumer,passive,IP54,35,paid-social,iberia,service,/case-studies,mobile,guided,standard,pooled,true,true,1,,4500,2024-11-18,false,true
I01861,food,large,MA,hot,low,3-shift,Sorter,industrial,active,IP54,90,referral,benelux,price,/pricing,desktop,guided,none,dedicated,false,false,0,,135500,2025-02-04,false,true
I01862,mining,small,SA,hot,medium,3-shift,Conveyor,industrial,active,IP65,90,distributor-ME,middle-east,uptime,/pricing,desktop,guided,premium,dedicated,true,false,1,,27100,2024-11-16,false,true
I01863,construction,small,DE,temperate,low,1-shift,Compactor,industrial,active,IP66,90,search,nordics,durability,/products,desktop,on-site,none,dedicated,false,false,1,,53200,2025-01-16,false,true
I01864,construction,small,AE,hot,low,2-shift,Lifter,industrial,liquid,IP66,90,trade-fair,benelux,price,/products,desktop,guided,standard,pooled,true,false,1,,27000,2024-06-13,true,false
I01865,construction,small,PL,temperate,high,2-shift,Loader,industrial,active,IP66,90,paid-social,benelux,durability,/case-studies,desktop,guided,none,pooled,false,false,0,5,27050,2024-11-14,false,true
I01866,logistics,small,AE,temperate,low,1-shift,Lifter,pro,passive,IP65,65,paid-social,iberia,service,/pricing,desktop,on-site,standard,pooled,false,false,0,,11750,2024-10-11,false,true
I01867,construction,large,MA,temperate,medium,2-shift,Compactor,pro,liquid,IP54,65,referral,middle-east,service,/case-studies,desktop,on-site,premium,pooled,true,false,1,,11600,2024-08-16,false,true
I01868,mining,small,NO,arctic,high,2-shift,Compactor,industrial,active,IP66,90,paid-social,iberia,service,/products,mobile,on-site,standard,dedicated,true,false,1,2,53200,2024-07-31,true,false
I01869,construction,small,SE,arctic,high,1-shift,Hoist,pro,liquid,IP65,65,distributor-ME,middle-east,uptime,/case-studies,mobile,guided,none,pooled,false,true,1,4,11250,2025-01-15,false,true
I01870,logistics,large,MA,hot,low,1-shift,Conveyor,pro,liquid,IP65,65,search,benelux,durability,/case-studies,desktop,self,none,pooled,false,false,0,,11700,2024-07-05,false,true
I01871,construction,large,SA,hot,high,1-shift,Compactor,pro,liquid,IP54,65,paid-social,nordics,service,/products,desktop,guided,standard,dedicated,false,false,0,,23200,2024-08-01,false,true
I01872,logistics,small,MA,temperate,high,1-shift,Conveyor,industrial,active,IP65,90,search,dach,service,/contact,desktop,guided,standard,dedicated,true,false,2,,27100,2025-07-09,false,true
I01873,construction,large,DE,temperate,medium,1-shift,Compactor,consumer,active,IP54,35,trade-fair,iberia,durability,/products,desktop,guided,standard,pooled,false,false,0,,9000,2024-05-08,false,true
I01874,construction,mid,MA,temperate,high,1-shift,Sorter,industrial,liquid,IP54,90,referral,dach,uptime,/case-studies,mobile,self,none,pooled,false,true,1,,81450,2024-10-30,false,true
I01875,mining,small,MA,hot,medium,3-shift,Hoist,consumer,active,IP66,35,paid-social,dach,service,/pricing,tablet,self,premium,dedicated,false,true,2,4,7700,2024-04-08,false,true
I01876,construction,mid,DE,hot,low,1-shift,Compactor,pro,liquid,IP54,65,trade-fair,middle-east,uptime,/pricing,mobile,on-site,standard,pooled,false,false,0,,11600,2025-05-03,false,true
I01877,construction,mid,DE,hot,medium,1-shift,Loader,pro,passive,IP65,65,referral,benelux,price,/contact,desktop,guided,none,pooled,true,true,1,,11200,2025-06-21,true,false
I01878,food,small,MA,hot,medium,2-shift,Conveyor,consumer,active,IP54,35,distributor-ME,middle-east,uptime,/pricing,desktop,on-site,premium,dedicated,false,false,0,5,4100,2024-12-04,false,true
I01879,logistics,small,MA,temperate,high,1-shift,Lifter,pro,passive,IP65,65,paid-social,iberia,service,/spec-sheets,desktop,self,premium,pooled,false,true,2,,35250,2025-05-22,false,true
I01880,logistics,small,ES,temperate,low,2-shift,Loader,industrial,active,IP66,90,paid-social,benelux,durability,/case-studies,desktop,self,standard,dedicated,false,false,0,5,27050,2024-10-01,false,true
I01881,mining,small,SE,arctic,medium,3-shift,Sorter,consumer,passive,IP66,35,search,nordics,durability,/products,tablet,self,premium,pooled,false,true,3,,3800,2024-04-29,false,true
I01882,construction,small,FI,arctic,medium,1-shift,Loader,industrial,active,IP66,90,search,middle-east,uptime,/products,tablet,self,premium,dedicated,false,false,0,,27050,2025-03-06,false,true
I01883,construction,large,FI,temperate,high,2-shift,Sorter,industrial,liquid,IP54,90,search,nordics,durability,/products,desktop,guided,standard,dedicated,false,false,0,,27150,2025-04-18,true,false
I01884,mining,large,AE,hot,medium,3-shift,Conveyor,industrial,active,IP65,90,distributor-ME,middle-east,uptime,/contact,desktop,guided,none,dedicated,false,true,1,,81300,2025-05-23,false,true
I01885,food,small,ES,hot,high,3-shift,Compactor,consumer,active,IP54,35,paid-social,nordics,service,/products,desktop,on-site,standard,dedicated,true,false,5,3,22500,2025-06-13,false,true
I01886,mining,large,AE,hot,medium,2-shift,Sorter,consumer,passive,IP66,35,paid-social,dach,service,/contact,desktop,on-site,premium,dedicated,true,true,2,,3800,2024-05-24,false,true
I01887,construction,small,FI,arctic,medium,3-shift,Conveyor,pro,passive,IP66,65,search,dach,service,/spec-sheets,desktop,guided,standard,dedicated,false,false,0,,11600,2025-04-30,false,true
I01888,logistics,small,DE,temperate,medium,1-shift,Sorter,pro,active,IP65,65,paid-social,dach,service,/pricing,desktop,guided,standard,dedicated,false,false,0,4,23000,2024-04-01,false,true
I01889,mining,mid,MA,temperate,high,3-shift,Conveyor,consumer,active,IP54,35,paid-social,dach,service,/contact,mobile,guided,standard,dedicated,false,false,0,,4100,2025-07-03,false,true
I01890,logistics,small,PL,hot,medium,1-shift,Conveyor,industrial,liquid,IP54,90,search,iberia,service,/products,desktop,guided,premium,dedicated,false,false,1,,81450,2024-11-28,false,true
I01891,construction,small,AE,hot,medium,3-shift,Conveyor,pro,passive,IP66,65,paid-social,dach,service,/contact,mobile,self,standard,dedicated,true,false,1,,34800,2025-03-15,true,false
I01892,logistics,mid,SA,hot,low,2-shift,Sorter,pro,liquid,IP66,65,referral,dach,uptime,/pricing,tablet,self,none,dedicated,false,false,1,1,23200,2024-09-30,false,true
I01893,food,small,SA,hot,low,3-shift,Loader,pro,active,IP66,65,paid-social,nordics,service,/case-studies,desktop,guided,standard,dedicated,false,false,0,,33900,2025-03-07,false,true
I01894,food,small,PL,hot,medium,2-shift,Sorter,pro,active,IP65,65,paid-social,iberia,service,/case-studies,mobile,guided,premium,pooled,false,false,0,5,11500,2025-05-25,true,false
I01895,logistics,small,SA,hot,medium,2-shift,Lifter,pro,passive,IP65,65,distributor-ME,middle-east,uptime,/products,mobile,guided,standard,dedicated,true,false,1,,11750,2025-01-16,false,true
I01896,food,small,PL,temperate,medium,3-shift,Conveyor,pro,passive,IP66,65,search,middle-east,uptime,/contact,desktop,on-site,none,dedicated,false,false,1,,11600,2024-11-28,false,true
I01897,mining,mid,FI,arctic,low,2-shift,Conveyor,consumer,passive,IP54,35,trade-fair,nordics,service,/products,mobile,on-site,standard,pooled,false,false,0,5,3950,2025-03-17,false,true
I01898,mining,mid,DE,temperate,high,1-shift,Conveyor,pro,passive,IP66,65,paid-social,dach,service,/products,desktop,self,standard,pooled,false,false,0,4,11600,2025-01-02,false,true
