action_id,customer,install,lever,choice,ts
A005162,K0291,I01291,commissioning,self,2024-09-05
A005163,K0291,I01291,service_plan,none,2024-09-05
A005164,K0291,I01291,support_tier,dedicated,2024-09-05
A005165,K0054,I01292,sku_quoted,P028,2024-11-23
A005166,K0054,I01292,commissioning,self,2024-11-23
A005167,K0054,I01292,service_plan,none,2024-11-23
A005168,K0054,I01292,support_tier,dedicated,2024-11-23
A005169,K0391,I01293,sku_quoted,P037,2025-06-18
A005170,K0391,I01293,commissioning,guided,2025-06-18
A005171,K0391,I01293,service_plan,standard,2025-06-18
A005172,K0391,I01293,support_tier,pooled,2025-06-18
A005173,K0062,I01294,sku_quoted,P019,2024-12-29
A005174,K0062,I01294,commissioning,guided,2024-12-29
A005175,K0062,I01294,service_plan,standard,2024-12-29
A005176,K0062,I01294,support_tier,pooled,2024-12-29
A005177,K0056,I01295,sku_quoted,P019,2025-06-07
A005178,K0056,I01295,commissioning,on-site,2025-06-07
A005179,K0056,I01295,service_plan,standard,2025-06-07
A005180,K0056,I01295,support_tier,dedicated,2025-06-07
A005181,K0484,I01296,sku_quoted,P017,2025-04-27
A005182,K0484,I01296,commissioning,guided,2025-04-27
A005183,K0484,I01296,service_plan,premium,2025-04-27
A005184,K0484,I01296,support_tier,dedicated,2025-04-27
A005185,K0124,I01297,sku_quoted,P015,2025-06-29
A005186,K0124,I01297,commissioning,guided,2025-06-29
A005187,K0124,I01297,service_plan,standard,2025-06-29
A005188,K0124,I01297,support_tier,dedicated,2025-06-29
A005189,K0163,I01298,sku_quoted,P028,2025-02-14
A005190,K0163,I01298,commissioning,self,2025-02-14
A005191,K0163,I01298,service_plan,premium,2025-02-14
A005192,K0163,I01298,support_tier,dedicated,2025-02-14
A005193,K0483,I01299,sku_quoted,P018,2025-01-12
A005194,K0483,I01299,commissioning,guided,2025-01-12
A005195,K0483,I01299,service_plan,none,2025-01-12
A005196,K0483,I01299,support_tier,dedicated,2025-01-12
A005197,K0380,I01300,sku_quoted,P013,2025-01-01
A005198,K0380,I01300,commissioning,on-site,2025-01-01
A005199,K0380,I01300,service_plan,none,2025-01-01
A005200,K0380,I01300,support_tier,pooled,2025-01-01
A005201,K0211,I01301,sku_quoted,P042,2024-10-25
A005202,K0211,I01301,commissioning,guided,2024-10-25
A005203,K0211,I01301,service_plan,none,2024-10-25
A005204,K0211,I01301,support_tier,dedicated,2024-10-25
A005205,K0296,I01302,sku_quoted,P036,2025-02-09
A005206,K0296,I01302,commissioning,guided,2025-02-09
A005207,K0296,I01302,service_plan,standard,2025-02-09
A005208,K0296,I01302,support_tier,dedicated,2025-02-09
A005209,K0264,I01303,sku_quoted,P006,2025-01-10
A005210,K0264,I01303,commissioning,guided,2025-01-10
A005211,K0264,I01303,service_plan,standard,2025-01-10
A005212,K0264,I01303,support_tier,dedicated,2025-01-10
A005213,K0419,I01304,sku_quoted,P017,2025-07-09
A005214,K0419,I01304,commissioning,on-site,2025-07-09
A005215,K0419,I01304,service_plan,standard,2025-07-09
A005216,K0419,I01304,support_tier,dedicated,2025-07-09
A005217,K0075,I01305,sku_quoted,P008,2024-10-10
A005218,K0075,I01305,commissioning,self,2024-10-10
A005219,K0075,I01305,service_plan,standard,2024-10-10
A005220,K0075,I01305,support_tier,dedicated,2024-10-10
A005221,K0504,I01306,sku_quoted,P027,2025-05-28
A005222,K0504,I01306,commissioning,guided,2025-05-28
A005223,K0504,I01306,service_plan,premium,2025-05-28
A005224,K0504,I01306,support_tier,dedicated,2025-05-28
A005225,K0309,I01307,sku_quoted,P030,2025-03-19
A005226,K0309,I01307,commissioning,on-site,2025-03-19
A005227,K0309,I01307,service_plan,standard,2025-03-19
A005228,K0309,I01307,support_tier,dedicated,2025-03-19
A005229,K0161,I01308,sku_quoted,P030,2024-10-27
A005230,K0161,I01308,commissioning,self,2024-10-27
A005231,K0161,I01308,service_plan,standard,2024-10-27
A005232,K0161,I01308,support_tier,pooled,2024-10-27
A005233,K0148,I01309,sku_quoted,P013,2024-05-27
A005234,K0148,I01309,commissioning,self,2024-05-27
A005235,K0148,I01309,service_plan,none,2024-05-27
A005236,K0148,I01309,support_tier,pooled,2024-05-27
A005237,K0015,I01310,sku_quoted,P013,2024-09-13
A005238,K0015,I01310,commissioning,self,2024-09-13
A005239,K0015,I01310,service_plan,standard,2024-09-13
A005240,K0015,I01310,support_tier,dedicated,2024-09-13
A005241,K0342,I01311,sku_quoted,P025,2024-10-23
A005242,K0342,I01311,commissioning,guided,2024-10-23
A005243,K0342,I01311,service_plan,standard,2024-10-23
A005244,K0342,I01311,support_tier,dedicated,2024-10-23
A005245,K0277,I01312,sku_quoted,P013,2025-04-18
A005246,K0277,I01312,commissioning,self,2025-04-18
A005247,K0277,I01312,service_plan,none,2025-04-18
A005248,K0277,I01312,support_tier,dedicated,2025-04-18
A005249,K0316,I01313,sku_quoted,P004,2025-04-04
A005250,K0316,I01313,commissioning,on-site,2025-04-04
A005251,K0316,I01313,service_plan,premium,2025-04-04
A005252,K0316,I01313,support_tier,dedicated,2025-04-04
A005253,K0105,I01314,sku_quoted,P015,2024-04-26
A005254,K0105,I01314,commissioning,on-site,2024-04-26
A005255,K0105,I01314,service_plan,premium,2024-04-26
A005256,K0105,I01314,support_tier,pooled,2024-04-26
A005257,K0171,I01315,sku_quoted,P012,2025-02-03
A005258,K0171,I01315,commissioning,self,2025-02-03
A005259,K0171,I01315,service_plan,standard,2025-02-03
A005260,K0171,I01315,support_tier,pooled,2025-02-03
A005261,K0438,I01316,sku_quoted,P022,2025-04-22
A005262,K0438,I01316,commissioning,self,2025-04-22
A005263,K0438,I01316,service_plan,standard,2025-04-22
A005264,K0438,I01316,support_tier,dedicated,2025-04-22
A005265,K0120,I01317,sku_quoted,P042,2025-05-24
A005266,K0120,I01317,commissioning,on-site,2025-05-24
A005267,K0120,I01317,service_plan,premium,2025-05-24
A005268,K0120,I01317,support_tier,dedicated,2025-05-24
A005269,K0422,I01318,sku_quoted,P005,2024-12-07
A005270,K0422,I01318,commissioning,self,2024-12-07
A005271,K0422,I01318,service_plan,standard,2024-12-07
A005272,K0422,I01318,support_tier,dedicated,2024-12-07
A005273,K0182,I01319,sku_quoted,P037,2024-05-16
A005274,K0182,I01319,commissioning,self,2024-05-16
A005275,K0182,I01319,service_plan,premium,2024-05-16
A005276,K0182,I01319,support_tier,pooled,2024-05-16
A005277,K0364,I01320,sku_quoted,P015,2025-01-16
A005278,K0364,I01320,commissioning,self,2025-01-16
A005279,K0364,I01320,service_plan,standard,2025-01-16
A005280,K0364,I01320,support_tier,dedicated,2025-01-16
A005281,K0318,I01321,sku_quoted,P030,2024-03-17
A005282,K0318,I01321,commissioning,on-site,2024-03-17
A005283,K0318,I01321,service_plan,none,2024-03-17
A005284,K0318,I01321,support_tier,pooled,2024-03-17
A005285,K0243,I01322,sku_quoted,P007,2024-08-26
A005286,K0243,I01322,commissioning,on-site,2024-08-26
A005287,K0243,I01322,service_plan,standard,2024-08-26
A005288,K0243,I01322,support_tier,pooled,2024-08-26
A005289,K0416,I01323,sku_quoted,P042,2024-09-19
A005290,K0416,I01323,commissioning,self,2024-09-19
A005291,K0416,I01323,service_plan,standard,2024-09-19
A005292,K0416,I01323,support_tier,pooled,2024-09-19
A005293,K0154,I01324,sku_quoted,P033,2025-04-14
A005294,K0154,I01324,commissioning,on-site,2025-04-14
A005295,K0154,I01324,service_plan,none,2025-04-14
A005296,K0154,I01324,support_tier,dedicated,2025-04-14
A005297,K0342,I01325,sku_quoted,P034,2025-02-06
A005298,K0342,I01325,commissioning,self,2025-02-06
A005299,K0342,I01325,service_plan,none,2025-02-06
A005300,K0342,I01325,support_tier,dedicated,2025-02-06
A005301,K0048,I01326,sku_quoted,P042,2025-03-15
A005302,K0048,I01326,commissioning,on-site,2025-03-15
A005303,K0048,I01326,service_plan,none,2025-03-15
A005304,K0048,I01326,support_tier,pooled,2025-03-15
A005305,K0516,I01327,sku_quoted,P003,2024-08-18
A005306,K0516,I01327,commissioning,self,2024-08-18
A005307,K0516,I01327,service_plan,standard,2024-08-18
A005308,K0516,I01327,support_tier,pooled,2024-08-18
A005309,K0359,I01328,sku_quoted,P019,2024-06-29
A005310,K0359,I01328,commissioning,guided,2024-06-29
A005311,K0359,I01328,service_plan,standard,2024-06-29
A005312,K0359,I01328,support_tier,pooled,2024-06-29
A005313,K0350,I01329,sku_quoted,P015,2024-06-05
A005314,K0350,I01329,commissioning,guided,2024-06-05
A005315,K0350,I01329,service_plan,premium,2024-06-05
A005316,K0350,I01329,support_tier,pooled,2024-06-05
A005317,K0328,I01330,sku_quoted,P004,2025-05-12
A005318,K0328,I01330,commissioning,on-site,2025-05-12
A005319,K0328,I01330,service_plan,none,2025-05-12
A005320,K0328,I01330,support_tier,dedicated,2025-05-12
A005321,K0339,I01331,sku_quoted,P001,2025-06-06
A005322,K0339,I01331,commissioning,guided,2025-06-06
A005323,K0339,I01331,service_plan,standard,2025-06-06
A005324,K0339,I01331,support_tier,pooled,2025-06-06
A005325,K0360,I01332,sku_quoted,P042,2025-02-28
A005326,K0360,I01332,commissioning,self,2025-02-28
A005327,K0360,I01332,service_plan,standard,2025-02-28
A005328,K0360,I01332,support_tier,pooled,2025-02-28
A005329,K0333,I01333,sku_quoted,P022,2024-05-06
A005330,K0333,I01333,commissioning,guided,2024-05-06
A005331,K0333,I01333,service_plan,none,2024-05-06
A005332,K0333,I01333,support_tier,pooled,2024-05-06
A005333,K0307,I01334,sku_quoted,P004,2024-08-04
A005334,K0307,I01334,commissioning,on-site,2024-08-04
A005335,K0307,I01334,service_plan,none,2024-08-04
A005336,K0307,I01334,support_tier,pooled,2024-08-04
A005337,K0030,I01335,sku_quoted,P022,2025-06-03
A005338,K0030,I01335,commissioning,self,2025-06-03
A005339,K0030,I01335,service_plan,standard,2025-06-03
A005340,K0030,I01335,support_tier,dedicated,2025-06-03
A005341,K0466,I01336,sku_quoted,P010,2024-06-03
A005342,K0466,I01336,commissioning,on-site,2024-06-03
A005343,K0466,I01336,service_plan,standard,2024-06-03
A005344,K0466,I01336,support_tier,pooled,2024-06-03
A005345,K0401,I01337,sku_quoted,P017,2024-10-08
A005346,K0401,I01337,commissioning,on-site,2024-10-08
A005347,K0401,I01337,service_plan,none,2024-10-08
A005348,K0401,I01337,support_tier,dedicated,2024-10-08
A005349,K0431,I01338,sku_quoted,P025,2024-07-17
A005350,K0431,I01338,commissioning,guided,2024-07-17
A005351,K0431,I01338,service_plan,none,2024-07-17
A005352,K0431,I01338,support_tier,pooled,2024-07-17
A005353,K0404,I01339,sku_quoted,P023,2024-08-01
A005354,K0404,I01339,commissioning,on-site,2024-08-01
A005355,K0404,I01339,service_plan,standard,2024-08-01
A005356,K0404,I01339,support_tier,pooled,2024-08-01
A005357,K0261,I01340,sku_quoted,P028,2025-02-27
A005358,K0261,I01340,commissioning,on-site,2025-02-27
A005359,K0261,I01340,service_plan,none,2025-02-27
A005360,K0261,I01340,support_tier,pooled,2025-02-27
A005361,K0062,I01341,sku_quoted,P009,2025-01-28
A005362,K0062,I01341,commissioning,on-site,2025-01-28
A005363,K0062,I01341,service_plan,standard,2025-01-28
A005364,K0062,I01341,support_tier,pooled,2025-01-28
A005365,K0446,I01342,sku_quoted,P036,2025-01-18
A005366,K0446,I01342,commissioning,self,2025-01-18
A005367,K0446,I01342,service_plan,standard,2025-01-18
A005368,K0446,I01342,support_tier,pooled,2025-01-18
A005369,K0006,I01343,sku_quoted,P007,2024-07-19
A005370,K0006,I01343,commissioning,on-site,2024-07-19
A005371,K0006,I01343,service_plan,none,2024-07-19
A005372,K0006,I01343,support_tier,dedicated,2024-07-19
A005373,K0291,I01344,sku_quoted,P008,2024-04-16
A005374,K0291,I01344,commissioning,guided,2024-04-16
A005375,K0291,I01344,service_plan,none,2024-04-16
A005376,K0291,I01344,support_tier,pooled,2024-04-16
A005377,K0246,I01345,sku_quoted,P004,2025-05-17
A005378,K0246,I01345,commissioning,on-site,2025-05-17
A005379,K0246,I01345,service_plan,standard,2025-05-17
A005380,K0246,I01345,support_tier,dedicated,2025-05-17
A005381,K0479,I01346,sku_quoted,P027,2024-12-14
A005382,K0479,I01346,commissioning,guided,2024-12-14
A005383,K0479,I01346,service_plan,none,2024-12-14
A005384,K0479,I01346,support_tier,pooled,2024-12-14
A005385,K0497,I01347,sku_quoted,P040,2024-04-20
A005386,K0497,I01347,commissioning,on-site,2024-04-20
A005387,K0497,I01347,service_plan,standard,2024-04-20
A005388,K0497,I01347,support_tier,dedicated,2024-04-20
A005389,K0105,I01348,sku_quoted,P004,2024-05-17
A005390,K0105,I01348,commissioning,self,2024-05-17
A005391,K0105,I01348,service_plan,none,2024-05-17
A005392,K0105,I01348,support_tier,dedicated,2024-05-17
A005393,K0419,I01349,sku_quoted,P028,2024-12-30
A005394,K0419,I01349,commissioning,on-site,2024-12-30
A005395,K0419,I01349,service_plan,standard,2024-12-30
A005396,K0419,I01349,support_tier,pooled,2024-12-30
A005397,K0422,I01350,sku_quoted,P032,2025-02-15
A005398,K0422,I01350,commissioning,guided,2025-02-15
A005399,K0422,I01350,service_plan,standard,2025-02-15
A005400,K0422,I01350,support_tier,pooled,2025-02-15
A005401,K0318,I01351,sku_quoted,P012,2024-12-20
A005402,K0318,I01351,commissioning,guided,2024-12-20
A005403,K0318,I01351,service_plan,standard,2024-12-20
A005404,K0318,I01351,support_tier,dedicated,2024-12-20
A005405,K0390,I01352,sku_quoted,P020,2025-07-03
A005406,K0390,I01352,commissioning,guided,2025-07-03
A005407,K0390,I01352,service_plan,standard,2025-07-03
A005408,K0390,I01352,support_tier,dedicated,2025-07-03
A005409,K0100,I01353,sku_quoted,P040,2025-08-08
A005410,K0100,I01353,commissioning,self,2025-08-08
A005411,K0100,I01353,service_plan,premium,2025-08-08
A005412,K0100,I01353,support_tier,dedicated,2025-08-08
A005413,K0005,I01354,sku_quoted,P042,2025-05-04
A005414,K0005,I01354,commissioning,self,2025-05-04
A005415,K0005,I01354,service_plan,premium,2025-05-04
A005416,K0005,I01354,support_tier,dedicated,2025-05-04
A005417,K0400,I01355,sku_quoted,P038,2025-03-23
A005418,K0400,I01355,commissioning,guided,2025-03-23
A005419,K0400,I01355,service_plan,standard,2025-03-23
A005420,K0400,I01355,support_tier,pooled,2025-03-23
A005421,K0255,I01356,sku_quoted,P031,2024-04-08
A005422,K0255,I01356,commissioning,self,2024-04-08
A005423,K0255,I01356,service_plan,standard,2024-04-08
A005424,K0255,I01356,support_tier,pooled,2024-04-08
A005425,K0515,I01357,sku_quoted,P035,2024-09-16
A005426,K0515,I01357,commissioning,on-site,2024-09-16
A005427,K0515,I01357,service_plan,none,2024-09-16
A005428,K0515,I01357,support_tier,dedicated,2024-09-16
A005429,K0219,I01358,sku_quoted,P015,2025-02-26
A005430,K0219,I01358,commissioning,on-site,2025-02-26
A005431,K0219,I01358,service_plan,none,2025-02-26
A005432,K0219,I01358,support_tier,pooled,2025-02-26
A005433,K0269,I01359,sku_quoted,P007,2025-01-16
A005434,K0269,I01359,commissioning,self,2025-01-16
A005435,K0269,I01359,service_plan,none,2025-01-16
A005436,K0269,I01359,support_tier,dedicated,2025-01-16
A005437,K0473,I01360,sku_quoted,P005,2025-03-05
A005438,K0473,I01360,commissioning,on-site,2025-03-05
A005439,K0473,I01360,service_plan,standard,2025-03-05
A005440,K0473,I01360,support_tier,pooled,2025-03-05
A005441,K0106,I01361,sku_quoted,P020,2025-06-20
A005442,K0106,I01361,commissioning,self,2025-06-20
A005443,K0106,I01361,service_plan,none,2025-06-20
A005444,K0106,I01361,support_tier,dedicated,2025-06-20
A005445,K0243,I01362,sku_quoted,P022,2025-03-03
A005446,K0243,I01362,commissioning,guided,2025-03-03
A005447,K0243,I01362,service_plan,none,2025-03-03
A005448,K0243,I01362,support_tier,pooled,2025-03-03
A005449,K0124,I01363,sku_quoted,P034,2025-01-05
A005450,K0124,I01363,commissioning,self,2025-01-05
A005451,K0124,I01363,service_plan,none,2025-01-05
A005452,K0124,I01363,support_tier,dedicated,2025-01-05
A005453,K0448,I01364,sku_quoted,P020,2025-02-21
A005454,K0448,I01364,commissioning,guided,2025-02-21
A005455,K0448,I01364,service_plan,premium,2025-02-21
A005456,K0448,I01364,support_tier,dedicated,2025-02-21
A005457,K0321,I01365,sku_quoted,P007,2025-07-19
A005458,K0321,I01365,commissioning,self,2025-07-19
A005459,K0321,I01365,service_plan,premium,2025-07-19
A005460,K0321,I01365,support_tier,pooled,2025-07-19
A005461,K0379,I01366,sku_quoted,P031,2025-07-05
A005462,K0379,I01366,commissioning,on-site,2025-07-05
A005463,K0379,I01366,service_plan,standard,2025-07-05
A005464,K0379,I01366,support_tier,dedicated,2025-07-05
A005465,K0474,I01367,sku_quoted,P035,2024-08-24
A005466,K0474,I01367,commissioning,guided,2024-08-24
A005467,K0474,I01367,service_plan,none,2024-08-24
A005468,K0474,I01367,support_tier,dedicated,2024-08-24
A005469,K0261,I01368,sku_quoted,P032,2025-01-05
A005470,K0261,I01368,commissioning,on-site,2025-01-05
A005471,K0261,I01368,service_plan,premium,2025-01-05
A005472,K0261,I01368,support_tier,pooled,2025-01-05
A005473,K0175,I01369,sku_quoted,P018,2025-05-08
A005474,K0175,I01369,commissioning,guided,2025-05-08
A005475,K0175,I01369,service_plan,none,2025-05-08
A005476,K0175,I01369,support_tier,dedicated,2025-05-08
A005477,K0485,I01370,sku_quoted,P006,2025-05-21
A005478,K0485,I01370,commissioning,guided,2025-05-21
A005479,K0485,I01370,service_plan,standard,2025-05-21
A005480,K0485,I01370,support_tier,pooled,2025-05-21
A005481,K0154,I01371,sku_quoted,P005,2025-06-05
A005482,K0154,I01371,commissioning,on-site,2025-06-05
A005483,K0154,I01371,service_plan,standard,2025-06-05
A005484,K0154,I01371,support_tier,dedicated,2025-06-05
A005485,K0386,I01372,sku_quoted,P027,2024-11-29
A005486,K0386,I01372,commissioning,guided,2024-11-29
A005487,K0386,I01372,service_plan,none,2024-11-29
A005488,K0386,I01372,support_tier,pooled,2024-11-29
A005489,K0255,I01373,sku_quoted,P009,2025-07-16
A005490,K0255,I01373,commissioning,on-site,2025-07-16
A005491,K0255,I01373,service_plan,premium,2025-07-16
A005492,K0255,I01373,support_tier,pooled,2025-07-16
A005493,K0360,I01374,sku_quoted,P019,2025-01-19
A005494,K0360,I01374,commissioning,on-site,2025-01-19
A005495,K0360,I01374,service_plan,none,2025-01-19
A005496,K0360,I01374,support_tier,pooled,2025-01-19
A005497,K0050,I01375,sku_quoted,P041,2025-03-15
A005498,K0050,I01375,commissioning,self,2025-03-15
A005499,K0050,I01375,service_plan,none,2025-03-15
A005500,K0050,I01375,support_tier,dedicated,2025-03-15
A005501,K0292,I01376,sku_quoted,P039,2025-07-25
A005502,K0292,I01376,commissioning,on-site,2025-07-25
A005503,K0292,I01376,service_plan,premium,2025-07-25
A005504,K0292,I01376,support_tier,dedicated,2025-07-25
A005505,K0035,I01377,sku_quoted,P032,2025-04-14
A005506,K0035,I01377,commissioning,self,2025-04-14
A005507,K0035,I01377,service_plan,none,2025-04-14
A005508,K0035,I01377,support_tier,dedicated,2025-04-14
A005509,K0167,I01378,sku_quoted,P034,2024-12-24
A005510,K0167,I01378,commissioning,self,2024-12-24
A005511,K0167,I01378,service_plan,standard,2024-12-24
A005512,K0167,I01378,support_tier,pooled,2024-12-24
A005513,K0381,I01379,sku_quoted,P018,2025-07-28
A005514,K0381,I01379,commissioning,on-site,2025-07-28
A005515,K0381,I01379,service_plan,standard,2025-07-28
A005516,K0381,I01379,support_tier,pooled,2025-07-28
A005517,K0313,I01380,sku_quoted,P029,2025-01-04
A005518,K0313,I01380,commissioning,on-site,2025-01-04
A005519,K0313,I01380,service_plan,standard,2025-01-04
A005520,K0313,I01380,support_tier,pooled,2025-01-04
A005521,K0312,I01381,sku_quoted,P026,2025-05-29
A005522,K0312,I01381,commissioning,on-site,2025-05-29
A005523,K0312,I01381,service_plan,none,2025-05-29
A005524,K0312,I01381,support_tier,dedicated,2025-05-29
A005525,K0074,I01382,sku_quoted,P002,2024-11-05
A005526,K0074,I01382,commissioning,self,2024-11-05
A005527,K0074,I01382,service_plan,standard,2024-11-05
A005528,K0074,I01382,support_tier,dedicated,2024-11-05
A005529,K0165,I01383,sku_quoted,P025,2024-05-31
A005530,K0165,I01383,commissioning,guided,2024-05-31
A005531,K0165,I01383,service_plan,premium,2024-05-31
A005532,K0165,I01383,support_tier,pooled,2024-05-31
A005533,K0228,I01384,sku_quoted,P018,2025-02-12
A005534,K0228,I01384,commissioning,on-site,2025-02-12
A005535,K0228,I01384,service_plan,standard,2025-02-12
A005536,K0228,I01384,support_tier,pooled,2025-02-12
A005537,K0143,I01385,sku_quoted,P019,2025-05-03
A005538,K0143,I01385,commissioning,on-site,2025-05-03
A005539,K0143,I01385,service_plan,none,2025-05-03
A005540,K0143,I01385,support_tier,pooled,2025-05-03
A005541,K0390,I01386,sku_quoted,P040,2025-05-05
A005542,K0390,I01386,commissioning,on-site,2025-05-05
A005543,K0390,I01386,service_plan,standard,2025-05-05
A005544,K0390,I01386,support_tier,dedicated,2025-05-05
A005545,K0057,I01387,sku_quoted,P026,2024-11-01
A005546,K0057,I01387,commissioning,on-site,2024-11-01
A005547,K0057,I01387,service_plan,none,2024-11-01
A005548,K0057,I01387,support_tier,pooled,2024-11-01
A005549,K0347,I01388,sku_quoted,P040,2025-03-29
A005550,K0347,I01388,commissioning,guided,2025-03-29
A005551,K0347,I01388,service_plan,premium,2025-03-29
A005552,K0347,I01388,support_tier,dedicated,2025-03-29
A005553,K0283,I01389,sku_quoted,P033,2024-12-02
A005554,K0283,I01389,commissioning,self,2024-12-02
A005555,K0283,I01389,service_plan,standard,2024-12-02
A005556,K0283,I01389,support_tier,pooled,2024-12-02
A005557,K0482,I01390,sku_quoted,P039,2024-06-03
A005558,K0482,I01390,commissioning,on-site,2024-06-03
A005559,K0482,I01390,service_plan,premium,2024-06-03
A005560,K0482,I01390,support_tier,pooled,2024-06-03
A005561,K0108,I01391,sku_quoted,P024,2024-05-31
A005562,K0108,I01391,commissioning,on-site,2024-05-31
A005563,K0108,I01391,service_plan,none,2024-05-31
A005564,K0108,I01391,support_tier,dedicated,2024-05-31
A005565,K0261,I01392,sku_quoted,P029,2025-01-20
A005566,K0261,I01392,commissioning,guided,2025-01-20
A005567,K0261,I01392,service_plan,premium,2025-01-20
A005568,K0261,I01392,support_tier,pooled,2025-01-20
A005569,K0495,I01393,sku_quoted,P005,2024-07-04
A005570,K0495,I01393,commissioning,self,2024-07-04
A005571,K0495,I01393,service_plan,standard,2024-07-04
A005572,K0495,I01393,support_tier,pooled,2024-07-04
A005573,K0233,I01394,sku_quoted,P032,2024-12-25
A005574,K0233,I01394,commissioning,on-site,2024-12-25
A005575,K0233,I01394,service_plan,standard,2024-12-25
A005576,K0233,I01394,support_tier,dedicated,2024-12-25
A005577,K0394,I01395,sku_quoted,P020,2024-09-08
A005578,K0394,I01395,commissioning,on-site,2024-09-08
A005579,K0394,I01395,service_plan,standard,2024-09-08
A005580,K0394,I01395,support_tier,pooled,2024-09-08
A005581,K0354,I01396,sku_quoted,P025,2025-02-19
A005582,K0354,I01396,commissioning,on-site,2025-02-19
A005583,K0354,I01396,service_plan,none,2025-02-19
A005584,K0354,I01396,support_tier,dedicated,2025-02-19
A005585,K0105,I01397,sku_quoted,P017,2025-01-14
A005586,K0105,I01397,commissioning,on-site,2025-01-14
A005587,K0105,I01397,service_plan,standard,2025-01-14
A005588,K0105,I01397,support_tier,pooled,2025-01-14
A005589,K0131,I01398,sku_quoted,P022,2025-08-04
A005590,K0131,I01398,commissioning,self,2025-08-04
A005591,K0131,I01398,service_plan,standard,2025-08-04
A005592,K0131,I01398,support_tier,pooled,2025-08-04
A005593,K0393,I01399,sku_quoted,P029,2025-01-10
A005594,K0393,I01399,commissioning,guided,2025-01-10
A005595,K0393,I01399,service_plan,none,2025-01-10
A005596,K0393,I01399,support_tier,pooled,2025-01-10
A005597,K0484,I01400,sku_quoted,P025,2024-12-11
A005598,K0484,I01400,commissioning,guided,2024-12-11
A005599,K0484,I01400,service_plan,standard,2024-12-11
A005600,K0484,I01400,support_tier,pooled,2024-12-11
A005601,K0322,I01401,sku_quoted,P009,2025-03-05
A005602,K0322,I01401,commissioning,on-site,2025-03-05
A005603,K0322,I01401,service_plan,none,2025-03-05
A005604,K0322,I01401,support_tier,dedicated,2025-03-05
A005605,K0092,I01402,sku_quoted,P005,2024-03-13
A005606,K0092,I01402,commissioning,self,2024-03-13
A005607,K0092,I01402,service_plan,none,2024-03-13
A005608,K0092,I01402,support_tier,dedicated,2024-03-13
A005609,K0090,I01403,sku_quoted,P040,2025-01-02
A005610,K0090,I01403,commissioning,self,2025-01-02
A005611,K0090,I01403,service_plan,standard,2025-01-02
A005612,K0090,I01403,support_tier,pooled,2025-01-02
A005613,K0462,I01404,sku_quoted,P016,2024-05-01
A005614,K0462,I01404,commissioning,guided,2024-05-01
A005615,K0462,I01404,service_plan,standard,2024-05-01
A005616,K0462,I01404,support_tier,pooled,2024-05-01
A005617,K0300,I01405,sku_quoted,P001,2024-11-25
A005618,K0300,I01405,commissioning,on-site,2024-11-25
A005619,K0300,I01405,service_plan,none,2024-11-25
A005620,K0300,I01405,support_tier,pooled,2024-11-25
A005621,K0348,I01406,sku_quoted,P017,2024-10-04
A005622,K0348,I01406,commissioning,on-site,2024-10-04
A005623,K0348,I01406,service_plan,none,2024-10-04
A005624,K0348,I01406,support_tier,dedicated,2024-10-04
A005625,K0224,I01407,sku_quoted,P017,2024-12-27
A005626,K0224,I01407,commissioning,self,2024-12-27
A005627,K0224,I01407,service_plan,none,2024-12-27
A005628,K0224,I01407,support_tier,pooled,2024-12-27
A005629,K0503,I01408,sku_quoted,P041,2024-12-22
A005630,K0503,I01408,commissioning,on-site,2024-12-22
A005631,K0503,I01408,service_plan,none,2024-12-22
A005632,K0503,I01408,support_tier,pooled,2024-12-22
A005633,K0259,I01409,sku_quoted,P023,2025-05-16
A005634,K0259,I01409,commissioning,self,2025-05-16
A005635,K0259,I01409,service_plan,premium,2025-05-16
A005636,K0259,I01409,support_tier,pooled,2025-05-16
A005637,K0435,I01410,sku_quoted,P026,2024-12-05
A005638,K0435,I01410,commissioning,self,2024-12-05
A005639,K0435,I01410,service_plan,standard,2024-12-05
A005640,K0435,I01410,support_tier,dedicated,2024-12-05
A005641,K0426,I01411,sku_quoted,P016,2024-05-30
A005642,K0426,I01411,commissioning,self,2024-05-30
A005643,K0426,I01411,service_plan,none,2024-05-30
A005644,K0426,I01411,support_tier,pooled,2024-05-30
A005645,K0068,I01412,sku_quoted,P015,2025-03-13
A005646,K0068,I01412,commissioning,self,2025-03-13
A005647,K0068,I01412,service_plan,standard,2025-03-13
A005648,K0068,I01412,support_tier,pooled,2025-03-13
A005649,K0239,I01413,sku_quoted,P019,2025-06-12
A005650,K0239,I01413,commissioning,on-site,2025-06-12
A005651,K0239,I01413,service_plan,none,2025-06-12
A005652,K0239,I01413,support_tier,dedicated,2025-06-12
A005653,K0003,I01414,sku_quoted,P007,2024-12-03
A005654,K0003,I01414,commissioning,on-site,2024-12-03
A005655,K0003,I01414,service_plan,standard,2024-12-03
A005656,K0003,I01414,support_tier,dedicated,2024-12-03
A005657,K0510,I01415,sku_quoted,P042,2025-02-24
A005658,K0510,I01415,commissioning,on-site,2025-02-24
A005659,K0510,I01415,service_plan,standard,2025-02-24
A005660,K0510,I01415,support_tier,pooled,2025-02-24
A005661,K0300,I01416,sku_quoted,P002,2024-09-15
A005662,K0300,I01416,commissioning,guided,2024-09-15
A005663,K0300,I01416,service_plan,standard,2024-09-15
A005664,K0300,I01416,support_tier,pooled,2024-09-15
