event_id,customer,session,install,type,page,body,value,ts
V016311,K0508,E01665,I01665,ad_click,/spec-sheets,,,2024-11-01
V016312,K0508,E01665,I01665,page_view,/pricing,,,2024-11-02
V016313,K0508,E01665,I01665,spec_download,,,,2024-11-05
V016314,K0508,E01665,I01665,quote_request,,,,2024-11-10
V016315,K0508,E01665,I01665,purchase,,,33900,2024-12-01
V016316,K0508,E01665,I01665,install,,,,2024-12-31
V016317,K0508,E01665,I01665,feedback_given,,"solid machine, support answered quickly when we asked",,2026-02-08
V016318,K0508,E01665,I01665,reorder,,,,2026-02-04
V016319,K0033,E01666,I01666,ad_click,/case-studies,,,2025-04-22
V016320,K0033,E01666,I01666,page_view,/spec-sheets,,,2025-04-23
V016321,K0033,E01666,I01666,page_view,/spec-sheets,,,2025-04-24
V016322,K0033,E01666,I01666,page_view,/case-studies,,,2025-04-25
V016323,K0033,E01666,I01666,spec_download,,,,2025-04-26
V016324,K0033,E01666,I01666,quote_request,,,,2025-05-01
V016325,K0033,E01666,I01666,purchase,,,58750,2025-05-22
V016326,K0033,E01666,I01666,install,,,,2025-06-21
V016327,K0033,E01666,I01666,fault_report,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2025-07-16
V016328,K0033,E01666,I01666,ticket_open,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2025-07-16
V016329,K0033,E01666,I01666,lapse,,,,2026-07-26
V016330,K0056,E01667,I01667,ad_click,/products,,,2025-04-11
V016331,K0056,E01667,I01667,page_view,/contact,,,2025-04-12
V016332,K0056,E01667,I01667,page_view,/spec-sheets,,,2025-04-13
V016333,K0056,E01667,I01667,spec_download,,,,2025-04-15
V016334,K0056,E01667,I01667,quote_request,,,,2025-04-20
V016335,K0056,E01667,I01667,purchase,,,22500,2025-05-11
V016336,K0056,E01667,I01667,install,,,,2025-06-10
V016337,K0056,E01667,I01667,fault_report,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-08-13
V016338,K0056,E01667,I01667,ticket_open,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-08-13
V016339,K0056,E01667,I01667,feedback_given,,support took days to come back to us while the line was stopped,,2026-05-08
V016340,K0056,E01667,I01667,reorder,,,,2026-07-15
V016341,K0474,E01668,I01668,ad_click,/spec-sheets,,,2024-04-25
V016342,K0474,E01668,I01668,page_view,/products,,,2024-04-26
V016343,K0474,E01668,I01668,page_view,/products,,,2024-04-27
V016344,K0474,E01668,I01668,spec_download,,,,2024-04-29
V016345,K0474,E01668,I01668,quote_request,,,,2024-05-04
V016346,K0474,E01668,I01668,purchase,,,27100,2024-05-25
V016347,K0474,E01668,I01668,install,,,,2024-06-24
V016348,K0474,E01668,I01668,feedback_given,,"runs well, uptime has been excellent since commissioning",,2024-12-31
V016349,K0474,E01668,I01668,reorder,,,,2025-07-29
V016350,K0077,E01669,I01669,ad_click,/contact,,,2025-03-11
V016351,K0077,E01669,I01669,page_view,/spec-sheets,,,2025-03-12
V016352,K0077,E01669,I01669,spec_download,,,,2025-03-15
V016353,K0077,E01669,I01669,quote_request,,,,2025-03-20
V016354,K0077,E01669,I01669,purchase,,,23200,2025-04-10
V016355,K0077,E01669,I01669,install,,,,2025-05-10
V016356,K0077,E01669,I01669,fault_report,,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",,2025-06-13
V016357,K0077,E01669,I01669,ticket_open,,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",,2025-06-13
V016358,K0077,E01669,I01669,fault_report,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2026-05-06
V016359,K0077,E01669,I01669,ticket_open,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2026-05-06
V016360,K0077,E01669,I01669,fault_report,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2026-04-16
V016361,K0077,E01669,I01669,ticket_open,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2026-04-16
V016362,K0077,E01669,I01669,ticket_open,,"intermittent contactor fault, panel resets on its own, no pattern found",,2026-03-03
V016363,K0077,E01669,I01669,feedback_given,,"no complaints, the line has kept pace all quarter",,2025-09-10
V016364,K0077,E01669,I01669,reorder,,,,2026-06-14
V016365,K0114,E01670,I01670,ad_click,/pricing,,,2024-11-25
V016366,K0114,E01670,I01670,page_view,/pricing,,,2024-11-26
V016367,K0114,E01670,I01670,page_view,/products,,,2024-11-27
V016368,K0114,E01670,I01670,spec_download,,,,2024-11-29
V016369,K0114,E01670,I01670,quote_request,,,,2024-12-04
V016370,K0114,E01670,I01670,purchase,,,11300,2024-12-25
V016371,K0114,E01670,I01670,install,,,,2025-01-24
V016372,K0114,E01670,I01670,ticket_open,,"operator loaded above rated capacity, retrained the crew, no defect found",,2025-03-02
V016373,K0114,E01670,I01670,feedback_given,,"no complaints, the line has kept pace all quarter",,2025-11-29
V016374,K0114,E01670,I01670,lapse,,,,2026-02-28
V016375,K0236,E01671,I01671,ad_click,/contact,,,2024-02-09
V016376,K0236,E01671,I01671,page_view,/pricing,,,2024-02-10
V016377,K0236,E01671,I01671,page_view,/spec-sheets,,,2024-02-11
V016378,K0236,E01671,I01671,page_view,/contact,,,2024-02-12
V016379,K0236,E01671,I01671,spec_download,,,,2024-02-13
V016380,K0236,E01671,I01671,quote_request,,,,2024-02-18
V016381,K0236,E01671,I01671,purchase,,,26550,2024-03-10
V016382,K0236,E01671,I01671,install,,,,2024-04-09
V016383,K0236,E01671,I01671,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-04-07
V016384,K0236,E01671,I01671,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-04-07
V016385,K0236,E01671,I01671,fault_report,,"belt slippage and wear, machine never idles, wear parts replaced twice",,2024-09-12
V016386,K0236,E01671,I01671,ticket_open,,"belt slippage and wear, machine never idles, wear parts replaced twice",,2024-09-12
V016387,K0236,E01671,I01671,feedback_given,,support took days to come back to us while the line was stopped,,2025-02-07
V016388,K0236,E01671,I01671,reorder,,,,2025-05-14
V016389,K0499,E01672,I01672,ad_click,/pricing,,,2024-03-08
V016390,K0499,E01672,I01672,page_view,/case-studies,,,2024-03-09
V016391,K0499,E01672,I01672,page_view,/case-studies,,,2024-03-10
V016392,K0499,E01672,I01672,spec_download,,,,2024-03-12
V016393,K0499,E01672,I01672,quote_request,,,,2024-03-17
V016394,K0499,E01672,I01672,purchase,,,135500,2024-04-07
V016395,K0499,E01672,I01672,install,,,,2024-05-07
V016396,K0499,E01672,I01672,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2024-11-03
V016397,K0499,E01672,I01672,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2024-11-03
V016398,K0499,E01672,I01672,lapse,,,,2025-06-11
V016399,K0354,E01673,I01673,ad_click,/products,,,2024-10-19
V016400,K0354,E01673,I01673,page_view,/spec-sheets,,,2024-10-20
V016401,K0354,E01673,I01673,page_view,/pricing,,,2024-10-21
V016402,K0354,E01673,I01673,spec_download,,,,2024-10-23
V016403,K0354,E01673,I01673,quote_request,,,,2024-10-28
V016404,K0354,E01673,I01673,purchase,,,4500,2024-11-18
V016405,K0354,E01673,I01673,install,,,,2024-12-18
V016406,K0354,E01673,I01673,fault_report,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-10-03
V016407,K0354,E01673,I01673,ticket_open,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-10-03
V016408,K0354,E01673,I01673,fault_report,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-04-24
V016409,K0354,E01673,I01673,ticket_open,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-04-24
V016410,K0354,E01673,I01673,ticket_open,,"operator loaded above rated capacity, retrained the crew, no defect found",,2025-01-30
V016411,K0354,E01673,I01673,lapse,,,,2026-01-22
V016412,K0107,E01674,I01674,ad_click,/contact,,,2025-03-13
V016413,K0107,E01674,I01674,page_view,/pricing,,,2025-03-14
V016414,K0107,E01674,I01674,spec_download,,,,2025-03-17
V016415,K0107,E01674,I01674,quote_request,,,,2025-03-22
V016416,K0107,E01674,I01674,purchase,,,34800,2025-04-12
V016417,K0107,E01674,I01674,install,,,,2025-05-12
V016418,K0107,E01674,I01674,fault_report,,"belt slippage and wear, machine never idles, wear parts replaced twice",,2025-05-30
V016419,K0107,E01674,I01674,ticket_open,,"belt slippage and wear, machine never idles, wear parts replaced twice",,2025-05-30
V016420,K0107,E01674,I01674,reorder,,,,2026-06-16
V016421,K0135,E01675,I01675,ad_click,/case-studies,,,2024-11-13
V016422,K0135,E01675,I01675,page_view,/products,,,2024-11-14
V016423,K0135,E01675,I01675,page_view,/case-studies,,,2024-11-15
V016424,K0135,E01675,I01675,spec_download,,,,2024-11-17
V016425,K0135,E01675,I01675,quote_request,,,,2024-11-22
V016426,K0135,E01675,I01675,purchase,,,4500,2024-12-13
V016427,K0135,E01675,I01675,install,,,,2025-01-12
V016428,K0135,E01675,I01675,fault_report,,"bearing play after continuous running, wear on the drive belt, third shift usage",,2025-04-02
V016429,K0135,E01675,I01675,ticket_open,,"bearing play after continuous running, wear on the drive belt, third shift usage",,2025-04-02
V016430,K0135,E01675,I01675,reorder,,,,2026-02-16
V016431,K0086,E01676,I01676,ad_click,/contact,,,2024-07-31
V016432,K0086,E01676,I01676,page_view,/contact,,,2024-08-01
V016433,K0086,E01676,I01676,page_view,/case-studies,,,2024-08-02
V016434,K0086,E01676,I01676,spec_download,,,,2024-08-04
V016435,K0086,E01676,I01676,quote_request,,,,2024-08-09
V016436,K0086,E01676,I01676,purchase,,,134250,2024-08-30
V016437,K0086,E01676,I01676,install,,,,2024-09-29
V016438,K0086,E01676,I01676,fault_report,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2025-05-13
V016439,K0086,E01676,I01676,ticket_open,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2025-05-13
V016440,K0086,E01676,I01676,fault_report,,"bearing play after continuous running, wear on the drive belt, third shift usage",,2025-04-10
V016441,K0086,E01676,I01676,ticket_open,,"bearing play after continuous running, wear on the drive belt, third shift usage",,2025-04-10
V016442,K0086,E01676,I01676,reorder,,,,2025-11-03
V016443,K0084,E01677,I01677,ad_click,/case-studies,,,2025-02-26
V016444,K0084,E01677,I01677,page_view,/case-studies,,,2025-02-27
V016445,K0084,E01677,I01677,page_view,/contact,,,2025-02-28
V016446,K0084,E01677,I01677,quote_request,,,,2025-03-07
V016447,K0084,E01677,I01677,purchase,,,26850,2025-03-28
V016448,K0084,E01677,I01677,install,,,,2025-04-27
V016449,K0084,E01677,I01677,reorder,,,,2026-06-01
V016450,K0438,E01678,I01678,ad_click,/pricing,,,2024-12-13
V016451,K0438,E01678,I01678,page_view,/case-studies,,,2024-12-14
V016452,K0438,E01678,I01678,page_view,/spec-sheets,,,2024-12-15
V016453,K0438,E01678,I01678,page_view,/spec-sheets,,,2024-12-16
V016454,K0438,E01678,I01678,spec_download,,,,2024-12-17
V016455,K0438,E01678,I01678,quote_request,,,,2024-12-22
V016456,K0438,E01678,I01678,purchase,,,11600,2025-01-12
V016457,K0438,E01678,I01678,install,,,,2025-02-11
V016458,K0438,E01678,I01678,fault_report,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2025-08-04
V016459,K0438,E01678,I01678,ticket_open,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2025-08-04
V016460,K0438,E01678,I01678,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-10-28
V016461,K0438,E01678,I01678,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-10-28
V016462,K0438,E01678,I01678,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2026-03-02
V016463,K0438,E01678,I01678,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2026-03-02
V016464,K0438,E01678,I01678,ticket_open,,"operator loaded above rated capacity, retrained the crew, no defect found",,2026-03-04
V016465,K0438,E01678,I01678,reorder,,,,2026-03-18
V016466,K0509,E01679,I01679,ad_click,/case-studies,,,2024-01-23
V016467,K0509,E01679,I01679,page_view,/pricing,,,2024-01-24
V016468,K0509,E01679,I01679,page_view,/spec-sheets,,,2024-01-25
V016469,K0509,E01679,I01679,page_view,/pricing,,,2024-01-26
V016470,K0509,E01679,I01679,quote_request,,,,2024-02-01
V016471,K0509,E01679,I01679,purchase,,,22500,2024-02-22
V016472,K0509,E01679,I01679,install,,,,2024-03-23
V016473,K0509,E01679,I01679,fault_report,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2024-05-04
V016474,K0509,E01679,I01679,ticket_open,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2024-05-04
V016475,K0509,E01679,I01679,reorder,,,,2025-04-27
V016476,K0432,E01680,I01680,ad_click,/spec-sheets,,,2024-10-22
V016477,K0432,E01680,I01680,page_view,/products,,,2024-10-23
V016478,K0432,E01680,I01680,spec_download,,,,2024-10-26
V016479,K0432,E01680,I01680,quote_request,,,,2024-10-31
V016480,K0432,E01680,I01680,purchase,,,33900,2024-11-21
V016481,K0432,E01680,I01680,install,,,,2024-12-21
V016482,K0432,E01680,I01680,feedback_given,,"solid machine, support answered quickly when we asked",,2026-01-01
V016483,K0432,E01680,I01680,lapse,,,,2026-01-25
V016484,K0028,E01681,I01681,ad_click,/products,,,2025-02-04
V016485,K0028,E01681,I01681,page_view,/spec-sheets,,,2025-02-05
V016486,K0028,E01681,I01681,page_view,/spec-sheets,,,2025-02-06
V016487,K0028,E01681,I01681,page_view,/contact,,,2025-02-07
V016488,K0028,E01681,I01681,spec_download,,,,2025-02-08
V016489,K0028,E01681,I01681,quote_request,,,,2025-02-13
V016490,K0028,E01681,I01681,purchase,,,22600,2025-03-06
V016491,K0028,E01681,I01681,install,,,,2025-04-05
V016492,K0028,E01681,I01681,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2026-01-17
V016493,K0028,E01681,I01681,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2026-01-17
V016494,K0028,E01681,I01681,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-12-03
V016495,K0028,E01681,I01681,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-12-03
V016496,K0028,E01681,I01681,ticket_open,,"operator loaded above rated capacity, retrained the crew, no defect found",,2026-02-21
V016497,K0028,E01681,I01681,reorder,,,,2026-05-10
V016498,K0356,E01682,I01682,ad_click,/spec-sheets,,,2024-12-17
V016499,K0356,E01682,I01682,page_view,/contact,,,2024-12-18
V016500,K0356,E01682,I01682,spec_download,,,,2024-12-21
V016501,K0356,E01682,I01682,quote_request,,,,2024-12-26
V016502,K0356,E01682,I01682,purchase,,,11850,2025-01-16
V016503,K0356,E01682,I01682,install,,,,2025-02-15
V016504,K0356,E01682,I01682,fault_report,,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",,2025-04-10
V016505,K0356,E01682,I01682,ticket_open,,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",,2025-04-10
V016506,K0356,E01682,I01682,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-12-27
V016507,K0356,E01682,I01682,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-12-27
V016508,K0356,E01682,I01682,feedback_given,,"runs well, uptime has been excellent since commissioning",,2026-04-20
V016509,K0356,E01682,I01682,reorder,,,,2026-03-22
V016510,K0161,E01683,I01683,ad_click,/products,,,2024-02-09
V016511,K0161,E01683,I01683,page_view,/contact,,,2024-02-10
V016512,K0161,E01683,I01683,page_view,/spec-sheets,,,2024-02-11
V016513,K0161,E01683,I01683,page_view,/products,,,2024-02-12
V016514,K0161,E01683,I01683,spec_download,,,,2024-02-13
V016515,K0161,E01683,I01683,quote_request,,,,2024-02-18
V016516,K0161,E01683,I01683,purchase,,,23200,2024-03-10
V016517,K0161,E01683,I01683,install,,,,2024-04-09
V016518,K0161,E01683,I01683,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2024-11-13
V016519,K0161,E01683,I01683,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2024-11-13
V016520,K0161,E01683,I01683,fault_report,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2024-08-18
V016521,K0161,E01683,I01683,ticket_open,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2024-08-18
V016522,K0161,E01683,I01683,ticket_open,,"wrong operating mode selected, user error, showed the team the correct sequence",,2025-01-26
V016523,K0161,E01683,I01683,reorder,,,,2025-05-14
V016524,K0261,E01684,I01684,ad_click,/contact,,,2024-02-19
V016525,K0261,E01684,I01684,page_view,/case-studies,,,2024-02-20
V016526,K0261,E01684,I01684,spec_download,,,,2024-02-23
V016527,K0261,E01684,I01684,quote_request,,,,2024-02-28
V016528,K0261,E01684,I01684,purchase,,,23500,2024-03-20
V016529,K0261,E01684,I01684,install,,,,2024-04-19
V016530,K0261,E01684,I01684,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2024-10-15
V016531,K0261,E01684,I01684,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2024-10-15
V016532,K0261,E01684,I01684,fault_report,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2024-07-21
V016533,K0261,E01684,I01684,ticket_open,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2024-07-21
V016534,K0261,E01684,I01684,reorder,,,,2025-05-24
V016535,K0486,E01685,I01685,ad_click,/contact,,,2025-01-27
V016536,K0486,E01685,I01685,page_view,/products,,,2025-01-28
V016537,K0486,E01685,I01685,page_view,/spec-sheets,,,2025-01-29
V016538,K0486,E01685,I01685,page_view,/case-studies,,,2025-01-30
V016539,K0486,E01685,I01685,spec_download,,,,2025-01-31
V016540,K0486,E01685,I01685,quote_request,,,,2025-02-05
V016541,K0486,E01685,I01685,purchase,,,81300,2025-02-26
V016542,K0486,E01685,I01685,install,,,,2025-03-28
V016543,K0486,E01685,I01685,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-07-20
V016544,K0486,E01685,I01685,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-07-20
V016545,K0486,E01685,I01685,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-06-30
V016546,K0486,E01685,I01685,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-06-30
V016547,K0486,E01685,I01685,feedback_given,,"too much downtime in hot weather, we lost a shift to it",,2026-05-02
V016548,K0486,E01685,I01685,lapse,,,,2026-05-02
V016549,K0086,E01686,I01686,ad_click,/pricing,,,2024-02-21
V016550,K0086,E01686,I01686,page_view,/products,,,2024-02-22
V016551,K0086,E01686,I01686,quote_request,,,,2024-03-01
V016552,K0086,E01686,I01686,purchase,,,11750,2024-03-22
V016553,K0086,E01686,I01686,install,,,,2024-04-21
V016554,K0086,E01686,I01686,feedback_given,,"runs well, uptime has been excellent since commissioning",,2025-01-11
V016555,K0086,E01686,I01686,reorder,,,,2025-05-26
V016556,K0430,E01687,I01687,ad_click,/spec-sheets,,,2024-10-26
V016557,K0430,E01687,I01687,page_view,/products,,,2024-10-27
V016558,K0430,E01687,I01687,page_view,/case-studies,,,2024-10-28
V016559,K0430,E01687,I01687,page_view,/pricing,,,2024-10-29
V016560,K0430,E01687,I01687,spec_download,,,,2024-10-30
V016561,K0430,E01687,I01687,quote_request,,,,2024-11-04
V016562,K0430,E01687,I01687,purchase,,,13500,2024-11-25
V016563,K0430,E01687,I01687,install,,,,2024-12-25
V016564,K0430,E01687,I01687,feedback_given,,"runs well, uptime has been excellent since commissioning",,2026-02-19
V016565,K0430,E01687,I01687,reorder,,,,2026-01-29
V016566,K0283,E01688,I01688,ad_click,/products,,,2024-06-30
V016567,K0283,E01688,I01688,page_view,/case-studies,,,2024-07-01
V016568,K0283,E01688,I01688,page_view,/contact,,,2024-07-02
V016569,K0283,E01688,I01688,page_view,/contact,,,2024-07-03
V016570,K0283,E01688,I01688,spec_download,,,,2024-07-04
V016571,K0283,E01688,I01688,quote_request,,,,2024-07-09
V016572,K0283,E01688,I01688,purchase,,,27100,2024-07-30
V016573,K0283,E01688,I01688,install,,,,2024-08-29
V016574,K0283,E01688,I01688,reorder,,,,2025-10-03
V016575,K0324,E01689,I01689,ad_click,/spec-sheets,,,2024-02-01
V016576,K0324,E01689,I01689,page_view,/contact,,,2024-02-02
V016577,K0324,E01689,I01689,page_view,/spec-sheets,,,2024-02-03
V016578,K0324,E01689,I01689,page_view,/spec-sheets,,,2024-02-04
V016579,K0324,E01689,I01689,spec_download,,,,2024-02-05
V016580,K0324,E01689,I01689,quote_request,,,,2024-02-10
V016581,K0324,E01689,I01689,purchase,,,53200,2024-03-02
V016582,K0324,E01689,I01689,install,,,,2024-04-01
V016583,K0324,E01689,I01689,feedback_given,,"no complaints, the line has kept pace all quarter",,2025-02-16
V016584,K0324,E01689,I01689,lapse,,,,2025-05-06
V016585,K0410,E01690,I01690,ad_click,/pricing,,,2024-12-18
V016586,K0410,E01690,I01690,page_view,/products,,,2024-12-19
V016587,K0410,E01690,I01690,spec_download,,,,2024-12-22
V016588,K0410,E01690,I01690,quote_request,,,,2024-12-27
V016589,K0410,E01690,I01690,purchase,,,33600,2025-01-17
V016590,K0410,E01690,I01690,install,,,,2025-02-16
V016591,K0410,E01690,I01690,fault_report,,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",,2025-10-27
V016592,K0410,E01690,I01690,ticket_open,,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",,2025-10-27
V016593,K0410,E01690,I01690,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-07-06
V016594,K0410,E01690,I01690,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-07-06
V016595,K0410,E01690,I01690,feedback_given,,"runs well, uptime has been excellent since commissioning",,2026-03-29
V016596,K0410,E01690,I01690,reorder,,,,2026-03-23
V016597,K0300,E01691,I01691,ad_click,/case-studies,,,2024-03-15
V016598,K0300,E01691,I01691,page_view,/contact,,,2024-03-16
V016599,K0300,E01691,I01691,page_view,/case-studies,,,2024-03-17
V016600,K0300,E01691,I01691,quote_request,,,,2024-03-24
V016601,K0300,E01691,I01691,purchase,,,11800,2024-04-14
V016602,K0300,E01691,I01691,install,,,,2024-05-14
V016603,K0300,E01691,I01691,feedback_given,,"solid machine, support answered quickly when we asked",,2025-08-05
V016604,K0300,E01691,I01691,reorder,,,,2025-06-18
V016605,K0271,E01692,I01692,ad_click,/contact,,,2024-04-22
V016606,K0271,E01692,I01692,page_view,/products,,,2024-04-23
V016607,K0271,E01692,I01692,spec_download,,,,2024-04-26
V016608,K0271,E01692,I01692,quote_request,,,,2024-05-01
V016609,K0271,E01692,I01692,purchase,,,11300,2024-05-22
V016610,K0271,E01692,I01692,install,,,,2024-06-21
V016611,K0271,E01692,I01692,reorder,,,,2025-07-26
V016612,K0260,E01693,I01693,ad_click,/contact,,,2024-07-31
V016613,K0260,E01693,I01693,page_view,/case-studies,,,2024-08-01
V016614,K0260,E01693,I01693,page_view,/case-studies,,,2024-08-02
V016615,K0260,E01693,I01693,spec_download,,,,2024-08-04
V016616,K0260,E01693,I01693,quote_request,,,,2024-08-09
V016617,K0260,E01693,I01693,purchase,,,11800,2024-08-30
V016618,K0260,E01693,I01693,install,,,,2024-09-29
V016619,K0260,E01693,I01693,reorder,,,,2025-11-03
V016620,K0158,E01694,I01694,ad_click,/case-studies,,,2025-01-12
V016621,K0158,E01694,I01694,page_view,/products,,,2025-01-13
V016622,K0158,E01694,I01694,spec_download,,,,2025-01-16
V016623,K0158,E01694,I01694,quote_request,,,,2025-01-21
V016624,K0158,E01694,I01694,purchase,,,11600,2025-02-11
V016625,K0158,E01694,I01694,install,,,,2025-03-13
V016626,K0158,E01694,I01694,fault_report,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2026-01-20
V016627,K0158,E01694,I01694,ticket_open,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2026-01-20
V016628,K0158,E01694,I01694,reorder,,,,2026-04-17
V016629,K0168,E01695,I01695,ad_click,/products,,,2024-12-11
V016630,K0168,E01695,I01695,page_view,/contact,,,2024-12-12
V016631,K0168,E01695,I01695,spec_download,,,,2024-12-15
V016632,K0168,E01695,I01695,quote_request,,,,2024-12-20
V016633,K0168,E01695,I01695,purchase,,,7600,2025-01-10
V016634,K0168,E01695,I01695,install,,,,2025-02-09
V016635,K0168,E01695,I01695,feedback_given,,"no complaints, the line has kept pace all quarter",,2026-05-09
V016636,K0168,E01695,I01695,reorder,,,,2026-03-16
V016637,K0267,E01696,I01696,ad_click,/spec-sheets,,,2025-04-05
V016638,K0267,E01696,I01696,page_view,/case-studies,,,2025-04-06
V016639,K0267,E01696,I01696,page_view,/spec-sheets,,,2025-04-07
V016640,K0267,E01696,I01696,spec_download,,,,2025-04-09
V016641,K0267,E01696,I01696,quote_request,,,,2025-04-14
V016642,K0267,E01696,I01696,purchase,,,11750,2025-05-05
V016643,K0267,E01696,I01696,install,,,,2025-06-04
V016644,K0267,E01696,I01696,fault_report,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2026-01-15
V016645,K0267,E01696,I01696,ticket_open,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2026-01-15
V016646,K0267,E01696,I01696,fault_report,,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",,2026-04-10
V016647,K0267,E01696,I01696,ticket_open,,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",,2026-04-10
V016648,K0267,E01696,I01696,reorder,,,,2026-07-09
V016649,K0360,E01697,I01697,ad_click,/products,,,2025-04-05
V016650,K0360,E01697,I01697,page_view,/contact,,,2025-04-06
V016651,K0360,E01697,I01697,page_view,/contact,,,2025-04-07
V016652,K0360,E01697,I01697,spec_download,,,,2025-04-09
V016653,K0360,E01697,I01697,quote_request,,,,2025-04-14
V016654,K0360,E01697,I01697,purchase,,,58500,2025-05-05
V016655,K0360,E01697,I01697,install,,,,2025-06-04
V016656,K0360,E01697,I01697,feedback_given,,"reliable so far, operators like the controls",,2026-09-16
V016657,K0360,E01697,I01697,reorder,,,,2026-07-09
V016658,K0054,E01698,I01698,ad_click,/case-studies,,,2024-10-11
V016659,K0054,E01698,I01698,page_view,/spec-sheets,,,2024-10-12
V016660,K0054,E01698,I01698,spec_download,,,,2024-10-15
V016661,K0054,E01698,I01698,quote_request,,,,2024-10-20
V016662,K0054,E01698,I01698,purchase,,,11600,2024-11-10
V016663,K0054,E01698,I01698,install,,,,2024-12-10
V016664,K0054,E01698,I01698,fault_report,,"bearing play after continuous running, wear on the drive belt, third shift usage",,2025-01-14
V016665,K0054,E01698,I01698,ticket_open,,"bearing play after continuous running, wear on the drive belt, third shift usage",,2025-01-14
V016666,K0054,E01698,I01698,feedback_given,,support took days to come back to us while the line was stopped,,2025-08-06
V016667,K0054,E01698,I01698,reorder,,,,2026-01-14
V016668,K0124,E01699,I01699,ad_click,/contact,,,2025-01-17
V016669,K0124,E01699,I01699,page_view,/case-studies,,,2025-01-18
V016670,K0124,E01699,I01699,page_view,/spec-sheets,,,2025-01-19
V016671,K0124,E01699,I01699,page_view,/contact,,,2025-01-20
