order_id,customer,session,product,qty,value,ts
O01035,K0330,E01035,P030,1,3850,2025-06-28
O01036,K0253,E01036,P024,2,23500,2024-11-14
O01037,K0490,E01037,P025,5,59000,2024-12-30
O01038,K0220,E01038,P025,3,35400,2024-02-10
O01039,K0002,E01039,P034,1,27100,2025-01-04
O01040,K0441,E01040,P023,1,3850,2024-10-13
O01041,K0352,E01041,P012,1,11700,2024-02-09
O01042,K0135,E01042,P029,1,3800,2024-05-13
O01043,K0497,E01043,P019,3,34800,2025-07-13
O01044,K0380,E01044,P026,1,11250,2025-03-05
O01045,K0228,E01045,P019,5,58000,2024-12-02
O01046,K0380,E01046,P022,2,9000,2024-12-28
O01047,K0277,E01047,P011,3,35100,2025-06-26
O01048,K0142,E01048,P031,1,11850,2024-12-15
O01049,K0056,E01049,P017,1,11300,2025-06-10
O01050,K0306,E01050,P015,3,12900,2025-06-19
O01051,K0380,E01051,P016,2,9000,2025-06-30
O01052,K0400,E01052,P011,1,11700,2024-03-04
O01053,K0438,E01053,P015,1,4300,2024-12-16
O01054,K0410,E01054,P026,1,11250,2025-06-01
O01055,K0308,E01055,P028,1,26550,2025-06-01
O01056,K0052,E01056,P022,3,13500,2024-08-15
O01057,K0249,E01057,P010,5,58000,2025-02-06
O01058,K0245,E01058,P001,1,4100,2024-04-06
O01059,K0173,E01059,P008,1,3950,2024-05-28
O01060,K0290,E01060,P033,1,11600,2024-12-24
O01061,K0266,E01061,P041,1,27050,2025-01-10
O01062,K0180,E01062,P023,3,11550,2024-09-11
O01063,K0278,E01063,P011,1,11700,2024-08-24
O01064,K0272,E01064,P031,5,59250,2024-09-29
O01065,K0463,E01065,P009,1,4100,2025-02-17
O01066,K0422,E01066,P028,2,53100,2024-01-29
O01067,K0328,E01067,P002,1,4500,2024-08-02
O01068,K0376,E01068,P008,2,7900,2025-05-19
O01069,K0087,E01069,P034,1,27100,2024-06-10
O01070,K0027,E01070,P002,2,9000,2024-03-08
O01071,K0106,E01071,P025,1,11800,2024-06-24
O01072,K0028,E01072,P032,3,34500,2025-02-16
O01073,K0511,E01073,P037,1,4100,2024-11-23
O01074,K0284,E01074,P012,3,35100,2024-11-06
O01075,K0321,E01075,P025,2,23600,2024-04-16
O01076,K0339,E01076,P001,2,8200,2025-03-10
O01077,K0107,E01077,P008,2,7900,2024-02-05
O01078,K0083,E01078,P025,2,23600,2025-02-01
O01079,K0473,E01079,P027,1,26400,2025-05-26
O01080,K0181,E01080,P032,3,34500,2025-03-02
O01081,K0090,E01081,P040,5,59250,2024-10-16
O01082,K0184,E01082,P034,2,54200,2024-04-04
O01083,K0519,E01083,P034,1,27100,2025-03-09
O01084,K0234,E01084,P025,2,23600,2024-04-11
O01085,K0144,E01085,P032,3,34500,2024-03-23
O01086,K0288,E01086,P013,1,27100,2024-06-11
O01087,K0402,E01087,P002,1,4500,2024-11-22
O01088,K0434,E01088,P028,3,79650,2024-09-09
O01089,K0106,E01089,P025,2,23600,2024-07-07
O01090,K0359,E01090,P030,2,7700,2024-04-27
O01091,K0388,E01091,P025,1,11800,2025-01-04
O01092,K0503,E01092,P011,1,11700,2024-06-19
O01093,K0069,E01093,P003,1,11750,2025-03-18
O01094,K0187,E01094,P025,5,59000,2024-06-24
O01095,K0070,E01095,P029,2,7600,2025-02-18
O01096,K0486,E01096,P011,1,11700,2024-09-16
O01097,K0241,E01097,P016,1,4500,2024-10-10
O01098,K0098,E01098,P038,2,22400,2024-12-11
O01099,K0188,E01099,P029,1,3800,2024-05-14
O01100,K0497,E01100,P038,2,22400,2024-09-02
O01101,K0431,E01101,P031,2,23700,2025-05-14
O01102,K0446,E01102,P016,1,4500,2024-03-13
O01103,K0461,E01103,P011,1,11700,2024-06-20
O01104,K0508,E01104,P025,2,23600,2024-10-02
O01105,K0373,E01105,P018,2,23200,2025-03-11
O01106,K0507,E01106,P015,1,4300,2024-04-06
O01107,K0517,E01107,P001,5,20500,2025-03-27
O01108,K0267,E01108,P023,2,7700,2025-02-12
O01109,K0235,E01109,P013,1,27100,2024-09-20
O01110,K0124,E01110,P041,2,54100,2024-11-23
O01111,K0328,E01111,P040,1,11850,2024-06-23
O01112,K0227,E01112,P016,2,9000,2024-07-15
O01113,K0394,E01113,P019,2,23200,2025-03-30
O01114,K0121,E01114,P006,1,26600,2025-04-12
O01115,K0390,E01115,P021,2,53100,2024-05-02
O01116,K0132,E01116,P022,1,4500,2025-02-19
O01117,K0512,E01117,P016,3,13500,2025-02-10
O01118,K0473,E01118,P007,1,27000,2024-08-02
O01119,K0477,E01119,P029,3,11400,2024-02-25
O01120,K0227,E01120,P030,3,11550,2024-08-24
O01121,K0320,E01121,P023,3,11550,2024-02-16
O01122,K0105,E01122,P013,3,81300,2024-10-14
O01123,K0426,E01123,P038,3,33600,2024-06-15
O01124,K0423,E01124,P042,1,26850,2024-09-11
O01125,K0413,E01125,P036,1,4250,2024-04-05
O01126,K0487,E01126,P041,1,27050,2025-02-20
O01127,K0122,E01127,P038,1,11200,2025-04-12
O01128,K0181,E01128,P030,1,3850,2024-03-10
O01129,K0297,E01129,P016,3,13500,2025-07-11
O01130,K0253,E01130,P006,1,26600,2024-06-18
O01131,K0384,E01131,P039,3,33900,2024-03-16
O01132,K0069,E01132,P019,2,23200,2024-06-18
O01133,K0460,E01133,P022,1,4500,2025-04-23
O01134,K0442,E01134,P040,2,23700,2024-04-05
O01135,K0516,E01135,P018,1,11600,2024-04-30
O01136,K0164,E01136,P039,3,33900,2025-06-13
O01137,K0446,E01137,P005,3,35250,2024-11-28
O01138,K0273,E01138,P029,1,3800,2025-02-12
O01139,K0414,E01139,P036,1,4250,2025-01-07
O01140,K0271,E01140,P022,2,9000,2024-12-03
O01141,K0291,E01141,P036,1,4250,2024-11-19
O01142,K0225,E01142,P007,1,27000,2025-03-08
O01143,K0443,E01143,P036,1,4250,2024-10-25
O01144,K0073,E01144,P008,1,3950,2024-02-27
O01145,K0354,E01145,P027,1,26400,2024-09-02
O01146,K0498,E01146,P042,1,26850,2024-06-04
O01147,K0234,E01147,P002,2,9000,2024-04-28
O01148,K0022,E01148,P033,3,34800,2024-04-02
O01149,K0307,E01149,P013,2,54200,2024-08-06
O01150,K0299,E01150,P028,1,26550,2024-11-27
O01151,K0206,E01151,P005,5,58750,2024-08-21
O01152,K0058,E01152,P041,1,27050,2024-08-15
O01153,K0005,E01153,P029,1,3800,2024-02-16
O01154,K0130,E01154,P039,1,11300,2025-05-17
O01155,K0102,E01155,P021,1,26550,2024-08-18
O01156,K0329,E01156,P037,1,4100,2024-05-28
O01157,K0189,E01157,P036,3,12750,2024-07-19
O01158,K0064,E01158,P012,1,11700,2024-10-16
O01159,K0257,E01159,P034,1,27100,2024-06-30
O01160,K0109,E01160,P029,2,7600,2025-06-17
O01161,K0078,E01161,P037,3,12300,2024-08-19
O01162,K0478,E01162,P002,1,4500,2024-08-24
O01163,K0105,E01163,P017,2,22600,2024-05-15
O01164,K0321,E01164,P025,1,11800,2024-03-24
O01165,K0084,E01165,P023,2,7700,2025-03-14
O01166,K0443,E01166,P038,5,56000,2024-04-09
O01167,K0427,E01167,P019,1,11600,2024-03-21
O01168,K0007,E01168,P038,1,11200,2025-05-12
O01169,K0214,E01169,P012,2,23400,2024-03-12
O01170,K0498,E01170,P028,2,53100,2025-03-18
O01171,K0131,E01171,P035,3,81450,2024-08-12
O01172,K0391,E01172,P038,1,11200,2024-09-15
O01173,K0511,E01173,P002,1,4500,2024-03-06
O01174,K0497,E01174,P006,2,53200,2025-06-16
O01175,K0251,E01175,P024,3,35250,2024-07-03
O01176,K0261,E01176,P024,3,35250,2024-09-11
O01177,K0228,E01177,P039,1,11300,2024-12-17
O01178,K0171,E01178,P018,1,11600,2025-01-24
O01179,K0161,E01179,P017,1,11300,2024-09-21
O01180,K0435,E01180,P012,1,11700,2025-02-03
O01181,K0129,E01181,P007,1,27000,2024-12-19
O01182,K0507,E01182,P024,1,11750,2025-03-10
O01183,K0006,E01183,P041,2,54100,2024-03-06
O01184,K0447,E01184,P005,3,35250,2024-12-30
O01185,K0459,E01185,P036,5,21250,2025-04-14
O01186,K0256,E01186,P014,2,54300,2025-03-18
O01187,K0176,E01187,P042,1,26850,2025-05-20
O01188,K0372,E01188,P033,2,23200,2024-10-19
O01189,K0341,E01189,P003,1,11750,2024-09-21
O01190,K0035,E01190,P005,5,58750,2025-01-18
O01191,K0456,E01191,P029,5,19000,2025-06-20
O01192,K0152,E01192,P017,2,22600,2024-02-19
O01193,K0349,E01193,P014,2,54300,2025-02-28
O01194,K0418,E01194,P039,3,33900,2025-06-16
O01195,K0431,E01195,P010,3,34800,2024-05-22
O01196,K0310,E01196,P042,1,26850,2024-06-09
O01197,K0136,E01197,P041,2,54100,2024-07-16
O01198,K0362,E01198,P035,3,81450,2025-04-05
O01199,K0028,E01199,P008,3,11850,2024-11-18
O01200,K0449,E01200,P041,1,27050,2025-02-03
O01201,K0186,E01201,P001,2,8200,2025-05-14
O01202,K0247,E01202,P029,5,19000,2024-09-28
O01203,K0293,E01203,P011,5,58500,2024-08-21
O01204,K0504,E01204,P007,3,81000,2025-07-03
O01205,K0495,E01205,P026,5,56250,2025-06-28
O01206,K0417,E01206,P034,1,27100,2024-03-15
O01207,K0104,E01207,P009,2,8200,2024-05-28
O01208,K0123,E01208,P035,3,81450,2024-08-29
O01209,K0469,E01209,P011,5,58500,2024-05-31
O01210,K0033,E01210,P001,1,4100,2024-07-03
O01211,K0368,E01211,P020,1,26600,2024-10-01
O01212,K0185,E01212,P006,3,79800,2024-11-09
O01213,K0266,E01213,P040,5,59250,2024-10-13
O01214,K0179,E01214,P029,1,3800,2025-04-01
O01215,K0053,E01215,P007,3,81000,2024-06-05
O01216,K0298,E01216,P029,3,11400,2024-07-15
O01217,K0209,E01217,P002,5,22500,2025-03-24
O01218,K0425,E01218,P033,3,34800,2024-11-02
O01219,K0394,E01219,P036,1,4250,2024-07-05
O01220,K0292,E01220,P006,3,79800,2025-06-28
O01221,K0023,E01221,P014,2,54300,2024-06-25
O01222,K0517,E01222,P012,5,58500,2024-05-30
O01223,K0010,E01223,P025,1,11800,2024-07-05
O01224,K0273,E01224,P034,3,81300,2024-08-28
O01225,K0468,E01225,P014,1,27150,2024-04-09
O01226,K0401,E01226,P035,5,135750,2024-10-16
O01227,K0015,E01227,P008,3,11850,2025-06-23
O01228,K0485,E01228,P008,2,7900,2024-07-03
O01229,K0127,E01229,P014,5,135750,2025-06-09
O01230,K0223,E01230,P041,3,81150,2025-05-12
O01231,K0074,E01231,P018,2,23200,2024-08-21
O01232,K0014,E01232,P013,3,81300,2025-03-10
O01233,K0171,E01233,P041,1,27050,2024-10-07
O01234,K0337,E01234,P019,1,11600,2024-09-24
O01235,K0235,E01235,P034,2,54200,2025-03-04
O01236,K0516,E01236,P011,2,23400,2024-11-12
O01237,K0065,E01237,P030,1,3850,2025-02-06
O01238,K0199,E01238,P019,3,34800,2024-03-12
O01239,K0431,E01239,P027,2,52800,2024-08-06
O01240,K0114,E01240,P032,5,57500,2025-03-04
O01241,K0417,E01241,P008,3,11850,2024-03-01
O01242,K0207,E01242,P040,3,35550,2024-03-08
O01243,K0175,E01243,P039,1,11300,2025-04-18
O01244,K0170,E01244,P014,1,27150,2025-02-14
O01245,K0341,E01245,P041,1,27050,2024-01-11
O01246,K0104,E01246,P039,1,11300,2024-04-02
O01247,K0018,E01247,P008,1,3950,2025-02-18
O01248,K0315,E01248,P025,2,23600,2025-04-09
O01249,K0346,E01249,P022,1,4500,2024-04-06
O01250,K0319,E01250,P037,1,4100,2024-09-15
O01251,K0517,E01251,P025,2,23600,2024-11-07
O01252,K0438,E01252,P036,1,4250,2025-06-03
O01253,K0225,E01253,P031,2,23700,2025-01-18
O01254,K0296,E01254,P020,3,79800,2024-07-01
O01255,K0056,E01255,P014,3,81450,2025-02-25
O01256,K0397,E01256,P028,1,26550,2024-08-26
O01257,K0214,E01257,P021,2,53100,2025-04-17
O01258,K0421,E01258,P033,1,11600,2024-06-22
O01259,K0358,E01259,P014,2,54300,2024-07-14
O01260,K0196,E01260,P002,2,9000,2024-04-25
O01261,K0516,E01261,P041,2,54100,2024-01-24
O01262,K0161,E01262,P033,5,58000,2025-04-04
O01263,K0214,E01263,P003,1,11750,2024-05-24
O01264,K0462,E01264,P001,3,12300,2025-05-05
O01265,K0485,E01265,P041,1,27050,2024-07-22
O01266,K0106,E01266,P040,5,59250,2024-02-07
O01267,K0389,E01267,P018,1,11600,2025-02-19
O01268,K0014,E01268,P027,1,26400,2024-08-05
O01269,K0444,E01269,P031,2,23700,2025-06-01
O01270,K0515,E01270,P037,5,20500,2024-07-06
O01271,K0371,E01271,P007,5,135000,2024-06-07
O01272,K0314,E01272,P020,1,26600,2024-02-25
O01273,K0054,E01273,P021,3,79650,2025-02-18
O01274,K0520,E01274,P001,2,8200,2024-04-30
O01275,K0031,E01275,P017,3,33900,2024-08-03
O01276,K0356,E01276,P006,1,26600,2024-12-04
O01277,K0407,E01277,P031,1,11850,2025-04-26
O01278,K0168,E01278,P042,1,26850,2024-10-02
O01279,K0034,E01279,P026,1,11250,2025-01-24
O01280,K0170,E01280,P019,1,11600,2025-03-02
O01281,K0187,E01281,P037,3,12300,2025-03-09
O01282,K0456,E01282,P008,2,7900,2024-11-19
O01283,K0376,E01283,P018,1,11600,2024-06-21
O01284,K0144,E01284,P022,1,4500,2024-12-06
O01285,K0356,E01285,P031,5,59250,2025-02-04
O01286,K0449,E01286,P025,3,35400,2025-01-12
O01287,K0124,E01287,P027,2,52800,2024-10-25
O01288,K0333,E01288,P039,1,11300,2024-10-25
O01289,K0078,E01289,P011,1,11700,2025-03-23
O01290,K0417,E01290,P037,1,4100,2024-08-08
O01291,K0291,E01291,P021,1,26550,2024-08-17
O01292,K0054,E01292,P028,1,26550,2024-10-21
O01293,K0391,E01293,P037,1,4100,2025-04-27
O01294,K0062,E01294,P019,1,11600,2024-11-04
O01295,K0056,E01295,P019,3,34800,2025-05-06
O01296,K0484,E01296,P017,2,22600,2025-03-16
O01297,K0124,E01297,P015,5,21500,2025-06-11
O01298,K0163,E01298,P028,2,53100,2025-02-04
O01299,K0483,E01299,P018,3,34800,2024-12-23
O01300,K0380,E01300,P013,1,27100,2024-11-27
O01301,K0211,E01301,P042,3,80550,2024-10-10
O01302,K0296,E01302,P036,1,4250,2025-01-25
O01303,K0264,E01303,P006,1,26600,2024-11-23
O01304,K0419,E01304,P017,2,22600,2025-05-17
O01305,K0075,E01305,P008,2,7900,2024-09-20
O01306,K0504,E01306,P027,5,132000,2025-04-30
O01307,K0309,E01307,P030,2,7700,2025-02-09
O01308,K0161,E01308,P030,2,7700,2024-10-03
O01309,K0148,E01309,P013,2,54200,2024-04-18
O01310,K0015,E01310,P013,2,54200,2024-08-30
O01311,K0342,E01311,P025,1,11800,2024-09-10
O01312,K0277,E01312,P013,2,54200,2025-03-19
O01313,K0316,E01313,P004,1,11600,2025-03-23
O01314,K0105,E01314,P015,1,4300,2024-03-21
O01315,K0171,E01315,P012,1,11700,2025-01-21
O01316,K0438,E01316,P022,1,4500,2025-03-04
O01317,K0120,E01317,P042,1,26850,2025-03-29
O01318,K0422,E01318,P005,3,35250,2024-11-18
O01319,K0182,E01319,P037,3,12300,2024-04-02
O01320,K0364,E01320,P015,2,8600,2024-12-12
O01321,K0318,E01321,P030,1,3850,2024-02-28
O01322,K0243,E01322,P007,1,27000,2024-07-26
O01323,K0416,E01323,P042,1,26850,2024-08-23
O01324,K0154,E01324,P033,3,34800,2025-03-25
O01325,K0342,E01325,P034,1,27100,2024-12-13
O01326,K0048,E01326,P042,2,53700,2025-03-08
O01327,K0516,E01327,P003,1,11750,2024-07-05
O01328,K0359,E01328,P019,3,34800,2024-05-27
O01329,K0350,E01329,P015,1,4300,2024-04-08
O01330,K0328,E01330,P004,5,58000,2025-03-24
O01331,K0339,E01331,P001,3,12300,2025-05-22
O01332,K0360,E01332,P042,1,26850,2025-01-14
O01333,K0333,E01333,P022,2,9000,2024-03-10
O01334,K0307,E01334,P004,2,23200,2024-07-02
O01335,K0030,E01335,P022,2,9000,2025-05-13
O01336,K0466,E01336,P010,3,34800,2024-05-12
O01337,K0401,E01337,P017,1,11300,2024-08-15
O01338,K0431,E01338,P025,1,11800,2024-05-31
O01339,K0404,E01339,P023,1,3850,2024-06-26
O01340,K0261,E01340,P028,1,26550,2025-01-02
O01341,K0062,E01341,P009,1,4100,2025-01-16
O01342,K0446,E01342,P036,2,8500,2025-01-08
O01343,K0006,E01343,P007,2,54000,2024-06-10
O01344,K0291,E01344,P008,3,11850,2024-04-07
O01345,K0246,E01345,P004,1,11600,2025-04-27
O01346,K0479,E01346,P027,1,26400,2024-11-09
O01347,K0497,E01347,P040,2,23700,2024-03-05
O01348,K0105,E01348,P004,3,34800,2024-04-23
O01349,K0419,E01349,P028,1,26550,2024-12-05
O01350,K0422,E01350,P032,1,11500,2025-01-20
O01351,K0318,E01351,P012,3,35100,2024-11-27
O01352,K0390,E01352,P020,1,26600,2025-05-20
O01353,K0100,E01353,P040,5,59250,2025-07-06
O01354,K0005,E01354,P042,1,26850,2025-04-12
O01355,K0400,E01355,P038,1,11200,2025-02-21
O01356,K0255,E01356,P031,1,11850,2024-02-26
O01357,K0515,E01357,P035,1,27150,2024-07-26
O01358,K0219,E01358,P015,5,21500,2025-02-11
O01359,K0269,E01359,P007,5,135000,2024-12-23
O01360,K0473,E01360,P005,1,11750,2025-02-26
O01361,K0106,E01361,P020,1,26600,2025-05-17
O01362,K0243,E01362,P022,1,4500,2025-02-07
O01363,K0124,E01363,P034,3,81300,2024-12-05
O01364,K0448,E01364,P020,1,26600,2025-01-23
O01365,K0321,E01365,P007,1,27000,2025-06-10
O01366,K0379,E01366,P031,1,11850,2025-06-22
O01367,K0474,E01367,P035,1,27150,2024-07-19
O01368,K0261,E01368,P032,1,11500,2024-12-21
O01369,K0175,E01369,P018,2,23200,2025-03-23
O01370,K0485,E01370,P006,1,26600,2025-05-10
O01371,K0154,E01371,P005,3,35250,2025-04-19
O01372,K0386,E01372,P027,1,26400,2024-11-18
O01373,K0255,E01373,P009,1,4100,2025-07-05
O01374,K0360,E01374,P019,2,23200,2024-12-26
O01375,K0050,E01375,P041,1,27050,2025-03-02
O01376,K0292,E01376,P039,2,22600,2025-06-18
O01377,K0035,E01377,P032,1,11500,2025-03-15
O01378,K0167,E01378,P034,1,27100,2024-10-27
O01379,K0381,E01379,P018,1,11600,2025-05-31
O01380,K0313,E01380,P029,3,11400,2024-12-21
O01381,K0312,E01381,P026,3,33750,2025-04-21
O01382,K0074,E01382,P002,3,13500,2024-10-05
O01383,K0165,E01383,P025,1,11800,2024-04-17
O01384,K0228,E01384,P018,1,11600,2025-01-29
O01385,K0143,E01385,P019,1,11600,2025-03-22
O01386,K0390,E01386,P040,2,23700,2025-04-21
O01387,K0057,E01387,P026,1,11250,2024-10-02
O01388,K0347,E01388,P040,5,59250,2025-01-30
O01389,K0283,E01389,P033,5,58000,2024-10-15
O01390,K0482,E01390,P039,2,22600,2024-05-15
O01391,K0108,E01391,P024,1,11750,2024-04-03
O01392,K0261,E01392,P029,1,3800,2024-12-28
O01393,K0495,E01393,P005,1,11750,2024-06-24
O01394,K0233,E01394,P032,5,57500,2024-11-22
O01395,K0394,E01395,P020,1,26600,2024-08-20
O01396,K0354,E01396,P025,5,59000,2025-02-02
O01397,K0105,E01397,P017,1,11300,2024-12-01
O01398,K0131,E01398,P022,3,13500,2025-06-06
O01399,K0393,E01399,P029,1,3800,2024-12-16
O01400,K0484,E01400,P025,3,35400,2024-11-23
O01401,K0322,E01401,P009,1,4100,2025-02-16
O01402,K0092,E01402,P005,3,35250,2024-02-27
O01403,K0090,E01403,P040,1,11850,2024-12-02
O01404,K0462,E01404,P016,1,4500,2024-03-27
O01405,K0300,E01405,P001,3,12300,2024-10-06
O01406,K0348,E01406,P017,3,33900,2024-09-04
O01407,K0224,E01407,P017,1,11300,2024-10-30
O01408,K0503,E01408,P041,1,27050,2024-11-30
O01409,K0259,E01409,P023,5,19250,2025-05-07
O01410,K0435,E01410,P026,1,11250,2024-11-20
O01411,K0426,E01411,P016,3,13500,2024-04-17
O01412,K0068,E01412,P015,2,8600,2025-02-12
O01413,K0239,E01413,P019,3,34800,2025-05-09
O01414,K0003,E01414,P007,2,54000,2024-10-14
O01415,K0510,E01415,P042,1,26850,2025-01-21
O01416,K0300,E01416,P002,5,22500,2024-09-04
O01417,K0335,E01417,P036,1,4250,2025-02-05
O01418,K0036,E01418,P017,1,11300,2025-01-29
O01419,K0018,E01419,P026,1,11250,2025-04-23
O01420,K0360,E01420,P008,2,7900,2024-04-02
O01421,K0236,E01421,P033,1,11600,2024-09-08
O01422,K0235,E01422,P018,3,34800,2025-02-27
O01423,K0422,E01423,P041,1,27050,2025-03-18
O01424,K0100,E01424,P023,2,7700,2025-01-25
O01425,K0291,E01425,P033,5,58000,2025-04-27
O01426,K0355,E01426,P021,1,26550,2024-10-18
O01427,K0108,E01427,P032,5,57500,2025-01-12
O01428,K0069,E01428,P038,1,11200,2024-03-24
O01429,K0466,E01429,P017,1,11300,2024-07-28
O01430,K0036,E01430,P039,1,11300,2025-01-29
O01431,K0072,E01431,P022,2,9000,2024-05-20
O01432,K0183,E01432,P027,1,26400,2024-04-12
O01433,K0142,E01433,P002,1,4500,2025-06-08
O01434,K0238,E01434,P031,1,11850,2025-06-13
O01435,K0326,E01435,P038,1,11200,2025-05-15
O01436,K0341,E01436,P019,1,11600,2025-05-11
O01437,K0326,E01437,P013,1,27100,2025-03-21
O01438,K0350,E01438,P015,1,4300,2024-06-16
O01439,K0146,E01439,P025,3,35400,2024-07-03
O01440,K0265,E01440,P019,2,23200,2024-08-07
O01441,K0180,E01441,P037,3,12300,2025-01-22
O01442,K0080,E01442,P036,1,4250,2025-03-10
O01443,K0137,E01443,P011,2,23400,2024-02-04
O01444,K0063,E01444,P001,1,4100,2024-10-08
O01445,K0227,E01445,P010,1,11600,2024-06-14
O01446,K0220,E01446,P020,2,53200,2024-08-13
O01447,K0272,E01447,P013,1,27100,2024-11-20
O01448,K0068,E01448,P006,1,26600,2024-03-16
O01449,K0511,E01449,P003,3,35250,2025-03-09
O01450,K0447,E01450,P002,2,9000,2025-01-23
O01451,K0450,E01451,P021,2,53100,2024-05-22
O01452,K0456,E01452,P039,1,11300,2025-05-16
O01453,K0245,E01453,P022,3,13500,2024-04-12
O01454,K0332,E01454,P015,2,8600,2024-02-07
O01455,K0247,E01455,P020,1,26600,2024-03-02
O01456,K0281,E01456,P016,2,9000,2024-03-29
O01457,K0474,E01457,P007,3,81000,2024-03-30
O01458,K0467,E01458,P008,3,11850,2024-01-27
O01459,K0451,E01459,P016,3,13500,2024-07-25
O01460,K0435,E01460,P004,2,23200,2024-12-20
O01461,K0301,E01461,P007,2,54000,2025-01-13
O01462,K0106,E01462,P021,1,26550,2025-01-05
O01463,K0008,E01463,P004,3,34800,2025-05-29
O01464,K0451,E01464,P002,1,4500,2025-02-09
O01465,K0285,E01465,P040,3,35550,2025-04-02
O01466,K0297,E01466,P025,3,35400,2024-11-24
O01467,K0516,E01467,P019,2,23200,2025-06-03
O01468,K0181,E01468,P005,5,58750,2025-07-10
O01469,K0517,E01469,P034,1,27100,2024-06-10
O01470,K0080,E01470,P027,2,52800,2024-07-21
O01471,K0218,E01471,P041,1,27050,2024-07-09
O01472,K0277,E01472,P038,3,33600,2025-05-08
O01473,K0266,E01473,P041,1,27050,2024-11-06
O01474,K0034,E01474,P042,2,53700,2025-01-31
O01475,K0095,E01475,P002,3,13500,2025-03-14
O01476,K0312,E01476,P001,2,8200,2025-03-13
O01477,K0062,E01477,P038,3,33600,2024-07-11
O01478,K0473,E01478,P036,1,4250,2024-10-04
O01479,K0280,E01479,P004,2,23200,2024-10-28
O01480,K0285,E01480,P026,2,22500,2024-12-18
O01481,K0138,E01481,P028,1,26550,2024-02-14
O01482,K0519,E01482,P013,2,54200,2024-09-26
O01483,K0108,E01483,P028,2,53100,2024-02-22
O01484,K0515,E01484,P038,2,22400,2024-04-04
O01485,K0380,E01485,P030,1,3850,2025-03-07
O01486,K0324,E01486,P036,1,4250,2024-10-19
O01487,K0013,E01487,P010,1,11600,2024-06-02
O01488,K0335,E01488,P029,1,3800,2024-12-13
O01489,K0137,E01489,P026,1,11250,2024-01-29
O01490,K0132,E01490,P007,3,81000,2024-11-25
O01491,K0427,E01491,P034,3,81300,2024-06-11
O01492,K0231,E01492,P009,1,4100,2024-08-20
O01493,K0074,E01493,P018,3,34800,2025-04-04
O01494,K0456,E01494,P039,1,11300,2025-01-04
O01495,K0319,E01495,P022,1,4500,2025-05-01
O01496,K0465,E01496,P028,3,79650,2024-02-01
O01497,K0501,E01497,P030,3,11550,2024-12-24
O01498,K0140,E01498,P028,1,26550,2025-04-17
O01499,K0165,E01499,P038,3,33600,2024-11-18
O01500,K0411,E01500,P026,5,56250,2024-02-24
O01501,K0260,E01501,P038,1,11200,2025-02-26
O01502,K0266,E01502,P026,2,22500,2024-08-08
O01503,K0117,E01503,P021,2,53100,2025-05-05
O01504,K0478,E01504,P008,1,3950,2024-04-12
O01505,K0214,E01505,P038,2,22400,2025-01-12
O01506,K0327,E01506,P024,2,23500,2024-11-28
O01507,K0457,E01507,P042,2,53700,2025-01-31
O01508,K0338,E01508,P003,2,23500,2025-02-17
O01509,K0426,E01509,P009,2,8200,2025-01-24
O01510,K0120,E01510,P033,1,11600,2025-02-23
O01511,K0291,E01511,P034,1,27100,2025-05-15
O01512,K0478,E01512,P034,1,27100,2025-02-16
O01513,K0357,E01513,P029,1,3800,2024-04-12
O01514,K0296,E01514,P042,2,53700,2024-03-30
O01515,K0068,E01515,P025,3,35400,2025-03-06
O01516,K0490,E01516,P014,1,27150,2025-03-29
O01517,K0474,E01517,P038,1,11200,2024-11-27
O01518,K0060,E01518,P010,1,11600,2024-11-10
O01519,K0218,E01519,P033,3,34800,2024-02-22
O01520,K0330,E01520,P025,1,11800,2025-01-11
O01521,K0108,E01521,P024,2,23500,2025-01-09
O01522,K0023,E01522,P030,3,11550,2024-09-08
O01523,K0206,E01523,P037,2,8200,2024-02-29
O01524,K0438,E01524,P002,3,13500,2024-04-29
O01525,K0148,E01525,P006,1,26600,2024-03-28
O01526,K0412,E01526,P021,1,26550,2024-10-29
O01527,K0422,E01527,P035,1,27150,2024-10-15
O01528,K0519,E01528,P009,1,4100,2024-07-27
O01529,K0157,E01529,P007,2,54000,2025-03-01
O01530,K0157,E01530,P042,3,80550,2024-12-02
O01531,K0141,E01531,P011,5,58500,2024-07-27
O01532,K0247,E01532,P006,1,26600,2024-10-21
O01533,K0041,E01533,P040,1,11850,2025-02-17
O01534,K0141,E01534,P018,2,23200,2025-05-26
O01535,K0110,E01535,P016,1,4500,2024-06-11
O01536,K0008,E01536,P020,1,26600,2025-04-09
O01537,K0021,E01537,P016,2,9000,2024-05-30
O01538,K0273,E01538,P009,1,4100,2025-05-24
O01539,K0149,E01539,P019,1,11600,2024-07-31
O01540,K0322,E01540,P022,1,4500,2024-08-29
O01541,K0080,E01541,P002,5,22500,2025-01-05
O01542,K0423,E01542,P041,1,27050,2025-03-19
O01543,K0467,E01543,P026,2,22500,2025-01-20
O01544,K0349,E01544,P031,2,23700,2024-12-29
O01545,K0418,E01545,P013,2,54200,2024-04-11
O01546,K0486,E01546,P010,1,11600,2025-04-17
O01547,K0044,E01547,P039,3,33900,2024-10-21
O01548,K0038,E01548,P041,3,81150,2024-06-19
O01549,K0434,E01549,P019,1,11600,2025-07-09
O01550,K0244,E01550,P014,5,135750,2024-12-18
O01551,K0098,E01551,P025,1,11800,2024-12-18
