reorder_id,install,period,reordered
R01644,I01644,2026-Q1,true
R01645,I01645,2026-Q1,false
R01646,I01646,2025-Q4,false
R01647,I01647,2026-Q2,false
R01648,I01648,2025-Q4,true
R01649,I01649,2026-Q1,true
R01650,I01650,2025-Q4,true
R01651,I01651,2026-Q2,true
R01652,I01652,2025-Q3,true
R01653,I01653,2025-Q4,true
R01654,I01654,2026-Q1,false
R01655,I01655,2026-Q3,true
R01656,I01656,2026-Q2,false
R01657,I01657,2026-Q2,true
R01658,I01658,2025-Q2,true
R01659,I01659,2026-Q1,true
R01660,I01660,2026-Q3,true
R01661,I01661,2026-Q2,true
R01662,I01662,2025-Q3,false
R01663,I01663,2026-Q3,true
R01664,I01664,2025-Q2,true
R01665,I01665,2026-Q1,true
R01666,I01666,2026-Q3,false
R01667,I01667,2026-Q3,true
R01668,I01668,2025-Q3,true
R01669,I01669,2026-Q2,true
R01670,I01670,2026-Q1,false
R01671,I01671,2025-Q2,true
R01672,I01672,2025-Q2,false
R01673,I01673,2026-Q1,false
R01674,I01674,2026-Q2,true
R01675,I01675,2026-Q1,true
R01676,I01676,2025-Q4,true
R01677,I01677,2026-Q2,true
R01678,I01678,2026-Q1,true
R01679,I01679,2025-Q2,true
R01680,I01680,2026-Q1,false
R01681,I01681,2026-Q2,true
R01682,I01682,2026-Q2,true
R01683,I01683,2025-Q2,true
R01684,I01684,2025-Q2,true
R01685,I01685,2026-Q2,false
R01686,I01686,2025-Q2,true
R01687,I01687,2026-Q1,true
R01688,I01688,2025-Q4,true
R01689,I01689,2025-Q2,false
R01690,I01690,2026-Q2,true
R01691,I01691,2025-Q2,true
R01692,I01692,2025-Q3,true
R01693,I01693,2025-Q4,true
R01694,I01694,2026-Q2,true
R01695,I01695,2026-Q1,true
R01696,I01696,2026-Q2,true
R01697,I01697,2026-Q2,true
R01698,I01698,2025-Q4,true
R01699,I01699,2026-Q1,true
R01700,I01700,2025-Q2,false
R01701,I01701,2025-Q3,true
R01702,I01702,2026-Q1,true
R01703,I01703,2025-Q4,false
R01704,I01704,2025-Q2,true
R01705,I01705,2025-Q2,false
R01706,I01706,2026-Q3,false
R01707,I01707,2025-Q3,true
R01708,I01708,2026-Q2,true
R01709,I01709,2026-Q1,false
R01710,I01710,2025-Q3,true
R01711,I01711,2025-Q4,true
R01712,I01712,2025-Q2,true
R01713,I01713,2026-Q1,true
R01714,I01714,2025-Q2,true
R01715,I01715,2025-Q4,true
R01716,I01716,2026-Q3,false
R01717,I01717,2026-Q1,true
R01718,I01718,2025-Q2,true
R01719,I01719,2025-Q3,true
R01720,I01720,2025-Q4,true
R01721,I01721,2025-Q4,true
R01722,I01722,2026-Q2,true
R01723,I01723,2026-Q1,true
R01724,I01724,2026-Q3,true
R01725,I01725,2026-Q3,true
R01726,I01726,2026-Q1,true
R01727,I01727,2025-Q2,true
R01728,I01728,2025-Q3,false
R01729,I01729,2025-Q3,false
R01730,I01730,2026-Q2,true
R01731,I01731,2026-Q1,true
R01732,I01732,2025-Q4,true
R01733,I01733,2025-Q3,true
R01734,I01734,2025-Q2,true
R01735,I01735,2025-Q4,true
R01736,I01736,2026-Q1,true
R01737,I01737,2025-Q2,true
R01738,I01738,2025-Q4,true
R01739,I01739,2025-Q4,true
R01740,I01740,2026-Q2,true
R01741,I01741,2025-Q4,true
R01742,I01742,2026-Q1,true
R01743,I01743,2025-Q2,true
R01744,I01744,2026-Q1,true
R01745,I01745,2026-Q1,true
R01746,I01746,2026-Q1,true
R01747,I01747,2026-Q2,true
R01748,I01748,2026-Q2,true
R01749,I01749,2026-Q2,false
R01750,I01750,2026-Q3,true
R01751,I01751,2026-Q3,true
R01752,I01752,2026-Q2,true
R01753,I01753,2026-Q3,true
R01754,I01754,2025-Q4,true
R01755,I01755,2026-Q2,true
R01756,I01756,2026-Q3,false
R01757,I01757,2025-Q2,true
R01758,I01758,2025-Q4,true
R01759,I01759,2026-Q1,false
R01760,I01760,2025-Q4,true
R01761,I01761,2025-Q3,true
R01762,I01762,2026-Q2,false
R01763,I01763,2026-Q1,true
R01764,I01764,2025-Q2,true
R01765,I01765,2026-Q1,false
R01766,I01766,2026-Q2,true
R01767,I01767,2025-Q3,false
R01768,I01768,2025-Q2,true
R01769,I01769,2026-Q1,true
R01770,I01770,2026-Q1,true
R01771,I01771,2025-Q4,true
R01772,I01772,2025-Q2,true
R01773,I01773,2025-Q3,true
R01774,I01774,2026-Q3,true
R01775,I01775,2026-Q1,false
R01776,I01776,2026-Q2,true
R01777,I01777,2026-Q3,true
R01778,I01778,2025-Q2,true
R01779,I01779,2025-Q3,true
R01780,I01780,2025-Q2,true
R01781,I01781,2026-Q2,true
R01782,I01782,2026-Q2,true
R01783,I01783,2025-Q2,true
R01784,I01784,2025-Q4,true
R01785,I01785,2025-Q3,true
R01786,I01786,2026-Q2,true
R01787,I01787,2025-Q3,true
R01788,I01788,2025-Q4,true
R01789,I01789,2026-Q3,true
R01790,I01790,2026-Q3,true
R01791,I01791,2025-Q4,false
R01792,I01792,2025-Q3,true
R01793,I01793,2025-Q4,true
R01794,I01794,2026-Q1,true
R01795,I01795,2026-Q2,false
R01796,I01796,2026-Q4,true
R01797,I01797,2025-Q2,true
R01798,I01798,2025-Q4,true
R01799,I01799,2026-Q2,true
R01800,I01800,2026-Q2,true
R01801,I01801,2025-Q4,true
R01802,I01802,2025-Q4,true
R01803,I01803,2025-Q2,true
R01804,I01804,2025-Q3,true
R01805,I01805,2025-Q3,true
R01806,I01806,2025-Q2,false
R01807,I01807,2025-Q2,true
R01808,I01808,2026-Q3,true
R01809,I01809,2026-Q1,true
R01810,I01810,2026-Q3,true
R01811,I01811,2025-Q2,true
R01812,I01812,2026-Q1,true
R01813,I01813,2025-Q3,true
R01814,I01814,2026-Q1,false
R01815,I01815,2025-Q3,true
R01816,I01816,2026-Q1,true
R01817,I01817,2025-Q4,true
R01818,I01818,2025-Q4,true
R01819,I01819,2025-Q2,true
R01820,I01820,2025-Q4,false
R01821,I01821,2026-Q3,true
R01822,I01822,2026-Q2,true
R01823,I01823,2026-Q2,true
R01824,I01824,2026-Q3,true
R01825,I01825,2026-Q2,true
R01826,I01826,2025-Q4,false
R01827,I01827,2025-Q3,true
R01828,I01828,2026-Q2,false
R01829,I01829,2026-Q2,true
R01830,I01830,2026-Q1,true
R01831,I01831,2026-Q1,false
R01832,I01832,2026-Q3,true
R01833,I01833,2026-Q2,true
R01834,I01834,2025-Q2,true
R01835,I01835,2025-Q2,false
R01836,I01836,2026-Q2,true
R01837,I01837,2025-Q4,false
R01838,I01838,2026-Q2,true
R01839,I01839,2026-Q3,true
R01840,I01840,2025-Q3,true
R01841,I01841,2025-Q2,true
R01842,I01842,2025-Q3,true
R01843,I01843,2025-Q2,false
R01844,I01844,2025-Q4,false
R01845,I01845,2026-Q1,true
R01846,I01846,2025-Q2,false
R01847,I01847,2025-Q4,true
R01848,I01848,2026-Q1,true
R01849,I01849,2025-Q2,true
R01850,I01850,2025-Q4,true
R01851,I01851,2025-Q4,false
R01852,I01852,2025-Q2,true
R01853,I01853,2025-Q2,false
R01854,I01854,2026-Q3,true
R01855,I01855,2026-Q3,true
R01856,I01856,2026-Q3,true
R01857,I01857,2026-Q3,true
R01858,I01858,2025-Q4,true
R01859,I01859,2025-Q3,true
R01860,I01860,2025-Q4,true
R01861,I01861,2026-Q1,true
R01862,I01862,2025-Q4,true
R01863,I01863,2026-Q1,true
R01864,I01864,2025-Q3,false
R01865,I01865,2025-Q4,true
R01866,I01866,2025-Q4,true
R01867,I01867,2025-Q3,true
R01868,I01868,2025-Q3,false
R01869,I01869,2026-Q1,true
R01870,I01870,2025-Q3,true
R01871,I01871,2025-Q3,true
R01872,I01872,2026-Q3,true
R01873,I01873,2025-Q2,true
R01874,I01874,2025-Q4,true
R01875,I01875,2025-Q2,true
R01876,I01876,2026-Q2,true
R01877,I01877,2026-Q3,false
R01878,I01878,2026-Q1,true
R01879,I01879,2026-Q2,true
R01880,I01880,2025-Q4,true
R01881,I01881,2025-Q2,true
R01882,I01882,2026-Q2,true
R01883,I01883,2026-Q2,false
R01884,I01884,2026-Q2,true
R01885,I01885,2026-Q3,true
R01886,I01886,2025-Q2,true
R01887,I01887,2026-Q2,true
R01888,I01888,2025-Q2,true
R01889,I01889,2026-Q3,true
R01890,I01890,2026-Q1,true
R01891,I01891,2026-Q2,false
R01892,I01892,2025-Q4,true
R01893,I01893,2026-Q2,true
R01894,I01894,2026-Q2,false
R01895,I01895,2026-Q1,true
R01896,I01896,2026-Q1,true
R01897,I01897,2026-Q2,true
R01898,I01898,2026-Q1,true
R01899,I01899,2026-Q3,false
R01900,I01900,2026-Q2,true
R01901,I01901,2025-Q2,true
R01902,I01902,2025-Q2,true
R01903,I01903,2025-Q3,true
R01904,I01904,2025-Q3,true
R01905,I01905,2025-Q2,false
R01906,I01906,2026-Q2,false
R01907,I01907,2025-Q2,true
R01908,I01908,2025-Q2,true
R01909,I01909,2025-Q3,true
R01910,I01910,2026-Q2,true
R01911,I01911,2025-Q4,true
R01912,I01912,2025-Q2,true
R01913,I01913,2025-Q3,true
R01914,I01914,2025-Q2,true
R01915,I01915,2025-Q3,false
R01916,I01916,2026-Q1,true
R01917,I01917,2025-Q2,true
R01918,I01918,2026-Q1,true
R01919,I01919,2026-Q3,true
R01920,I01920,2025-Q4,true
R01921,I01921,2025-Q3,true
R01922,I01922,2026-Q3,true
R01923,I01923,2026-Q2,true
R01924,I01924,2025-Q3,true
R01925,I01925,2025-Q2,true
R01926,I01926,2026-Q2,false
R01927,I01927,2026-Q2,true
R01928,I01928,2026-Q2,true
R01929,I01929,2025-Q2,true
R01930,I01930,2025-Q3,true
R01931,I01931,2026-Q1,true
R01932,I01932,2025-Q4,true
R01933,I01933,2025-Q3,true
R01934,I01934,2026-Q2,true
R01935,I01935,2025-Q3,true
R01936,I01936,2025-Q2,true
R01937,I01937,2026-Q1,true
R01938,I01938,2025-Q3,true
R01939,I01939,2025-Q3,false
R01940,I01940,2025-Q4,true
R01941,I01941,2026-Q2,true
R01942,I01942,2026-Q3,false
R01943,I01943,2026-Q3,true
R01944,I01944,2026-Q3,true
R01945,I01945,2026-Q2,true
R01946,I01946,2026-Q2,true
R01947,I01947,2025-Q4,true
R01948,I01948,2025-Q2,true
R01949,I01949,2025-Q4,false
R01950,I01950,2025-Q2,true
R01951,I01951,2025-Q3,true
R01952,I01952,2026-Q3,true
R01953,I01953,2026-Q3,true
R01954,I01954,2025-Q4,true
R01955,I01955,2025-Q4,true
R01956,I01956,2025-Q4,true
R01957,I01957,2026-Q2,false
R01958,I01958,2025-Q2,true
R01959,I01959,2026-Q3,true
R01960,I01960,2025-Q3,true
R01961,I01961,2026-Q1,true
R01962,I01962,2025-Q4,true
R01963,I01963,2026-Q2,true
R01964,I01964,2025-Q2,true
R01965,I01965,2026-Q2,true
R01966,I01966,2026-Q2,true
R01967,I01967,2025-Q3,false
R01968,I01968,2025-Q3,true
R01969,I01969,2026-Q2,true
R01970,I01970,2026-Q2,true
R01971,I01971,2026-Q2,true
R01972,I01972,2026-Q2,true
R01973,I01973,2026-Q2,true
R01974,I01974,2025-Q4,false
R01975,I01975,2026-Q1,true
R01976,I01976,2025-Q4,false
R01977,I01977,2026-Q2,true
R01978,I01978,2026-Q2,true
R01979,I01979,2025-Q4,true
R01980,I01980,2025-Q2,true
R01981,I01981,2025-Q4,false
R01982,I01982,2025-Q4,true
R01983,I01983,2025-Q4,true
R01984,I01984,2025-Q2,false
R01985,I01985,2026-Q3,true
R01986,I01986,2025-Q4,true
R01987,I01987,2026-Q1,false
R01988,I01988,2025-Q4,false
R01989,I01989,2025-Q3,true
R01990,I01990,2026-Q2,true
R01991,I01991,2025-Q3,true
R01992,I01992,2025-Q2,true
R01993,I01993,2025-Q2,true
R01994,I01994,2026-Q3,true
R01995,I01995,2025-Q4,true
R01996,I01996,2025-Q3,true
R01997,I01997,2025-Q3,true
R01998,I01998,2025-Q2,true
R01999,I01999,2025-Q3,true
R02000,I02000,2026-Q1,false
R02001,I02001,2026-Q2,true
R02002,I02002,2026-Q1,true
R02003,I02003,2025-Q2,false
R02004,I02004,2025-Q2,true
R02005,I02005,2026-Q3,true
R02006,I02006,2025-Q2,true
R02007,I02007,2026-Q1,true
R02008,I02008,2025-Q4,false
R02009,I02009,2026-Q2,true
R02010,I02010,2026-Q2,true
R02011,I02011,2026-Q3,true
R02012,I02012,2025-Q3,true
R02013,I02013,2026-Q1,true
R02014,I02014,2026-Q3,true
R02015,I02015,2025-Q2,true
R02016,I02016,2025-Q2,true
R02017,I02017,2025-Q3,true
R02018,I02018,2025-Q2,true
R02019,I02019,2026-Q3,true
R02020,I02020,2026-Q2,true
R02021,I02021,2026-Q3,true
R02022,I02022,2025-Q2,true
R02023,I02023,2025-Q3,true
R02024,I02024,2026-Q1,true
R02025,I02025,2025-Q3,true
R02026,I02026,2025-Q2,true
R02027,I02027,2026-Q2,true
R02028,I02028,2026-Q3,true
R02029,I02029,2026-Q3,false
R02030,I02030,2026-Q2,true
R02031,I02031,2026-Q1,true
R02032,I02032,2025-Q3,false
R02033,I02033,2025-Q4,true
R02034,I02034,2026-Q1,true
R02035,I02035,2025-Q3,false
R02036,I02036,2026-Q2,true
R02037,I02037,2026-Q3,true
R02038,I02038,2025-Q4,false
R02039,I02039,2025-Q4,false
R02040,I02040,2025-Q4,true
R02041,I02041,2025-Q4,true
R02042,I02042,2025-Q3,true
R02043,I02043,2025-Q4,true
R02044,I02044,2026-Q1,true
R02045,I02045,2026-Q2,true
R02046,I02046,2025-Q3,true
R02047,I02047,2026-Q2,true
R02048,I02048,2026-Q3,false
R02049,I02049,2025-Q2,false
R02050,I02050,2026-Q1,true
R02051,I02051,2026-Q2,true
R02052,I02052,2025-Q2,true
R02053,I02053,2025-Q3,true
R02054,I02054,2026-Q1,true
R02055,I02055,2025-Q3,false
R02056,I02056,2026-Q2,false
R02057,I02057,2025-Q3,true
R02058,I02058,2025-Q3,false
R02059,I02059,2025-Q2,true
R02060,I02060,2026-Q2,true
R02061,I02061,2025-Q2,true
R02062,I02062,2025-Q3,false
R02063,I02063,2025-Q4,true
R02064,I02064,2025-Q3,true
R02065,I02065,2026-Q2,true
R02066,I02066,2026-Q1,true
R02067,I02067,2026-Q2,false
R02068,I02068,2025-Q2,true
R02069,I02069,2026-Q2,false
R02070,I02070,2026-Q3,true
R02071,I02071,2026-Q3,true
R02072,I02072,2025-Q4,true
R02073,I02073,2026-Q2,true
R02074,I02074,2026-Q2,true
R02075,I02075,2025-Q2,true
R02076,I02076,2026-Q1,true
R02077,I02077,2026-Q2,true
R02078,I02078,2025-Q3,true
R02079,I02079,2025-Q3,true
R02080,I02080,2026-Q2,false
R02081,I02081,2025-Q2,true
R02082,I02082,2025-Q2,false
R02083,I02083,2025-Q4,true
R02084,I02084,2026-Q1,true
R02085,I02085,2026-Q1,true
R02086,I02086,2025-Q4,true
R02087,I02087,2026-Q2,true
R02088,I02088,2026-Q1,true
R02089,I02089,2026-Q2,true
R02090,I02090,2026-Q2,true
R02091,I02091,2025-Q4,true
R02092,I02092,2025-Q3,true
R02093,I02093,2025-Q3,true
R02094,I02094,2026-Q1,true
R02095,I02095,2025-Q4,true
R02096,I02096,2026-Q1,true
R02097,I02097,2026-Q3,true
R02098,I02098,2025-Q2,true
R02099,I02099,2026-Q2,true
R02100,I02100,2025-Q3,false
R02101,I02101,2026-Q2,true
R02102,I02102,2026-Q2,false
R02103,I02103,2026-Q2,true
R02104,I02104,2026-Q1,true
R02105,I02105,2026-Q1,true
R02106,I02106,2025-Q3,false
R02107,I02107,2026-Q3,true
R02108,I02108,2026-Q2,true
R02109,I02109,2026-Q3,false
R02110,I02110,2026-Q3,true
R02111,I02111,2026-Q3,true
R02112,I02112,2026-Q3,true
R02113,I02113,2025-Q3,true
R02114,I02114,2026-Q1,true
R02115,I02115,2025-Q3,false
R02116,I02116,2025-Q3,true
R02117,I02117,2026-Q2,false
R02118,I02118,2025-Q4,true
R02119,I02119,2025-Q3,true
R02120,I02120,2025-Q3,true
R02121,I02121,2025-Q3,true
R02122,I02122,2025-Q2,true
R02123,I02123,2025-Q2,true
R02124,I02124,2025-Q4,false
R02125,I02125,2026-Q2,true
R02126,I02126,2026-Q1,true
R02127,I02127,2026-Q3,true
R02128,I02128,2026-Q1,false
R02129,I02129,2026-Q2,true
R02130,I02130,2025-Q2,true
R02131,I02131,2026-Q1,true
R02132,I02132,2026-Q2,true
R02133,I02133,2025-Q2,true
R02134,I02134,2025-Q2,true
R02135,I02135,2026-Q3,true
R02136,I02136,2025-Q4,true
R02137,I02137,2026-Q1,false
R02138,I02138,2025-Q2,true
R02139,I02139,2026-Q1,false
R02140,I02140,2025-Q4,false
R02141,I02141,2025-Q2,true
R02142,I02142,2025-Q2,true
R02143,I02143,2026-Q1,false
R02144,I02144,2026-Q3,false
R02145,I02145,2025-Q4,false
R02146,I02146,2026-Q1,true
R02147,I02147,2025-Q2,false
R02148,I02148,2026-Q3,true
R02149,I02149,2026-Q3,true
R02150,I02150,2026-Q2,true
R02151,I02151,2025-Q3,true
R02152,I02152,2026-Q3,true
R02153,I02153,2026-Q1,false
R02154,I02154,2026-Q1,true
R02155,I02155,2026-Q1,true
R02156,I02156,2026-Q2,true
R02157,I02157,2025-Q2,true
R02158,I02158,2026-Q1,true
R02159,I02159,2025-Q3,true
R02160,I02160,2026-Q2,false
R02161,I02161,2025-Q4,true
R02162,I02162,2026-Q3,true
R02163,I02163,2025-Q2,true
R02164,I02164,2025-Q4,false
R02165,I02165,2026-Q2,false
R02166,I02166,2026-Q3,true
R02167,I02167,2025-Q2,true
R02168,I02168,2026-Q1,true
R02169,I02169,2026-Q1,true
R02170,I02170,2025-Q2,true
R02171,I02171,2025-Q2,true
R02172,I02172,2025-Q4,true
R02173,I02173,2026-Q2,true
R02174,I02174,2026-Q3,true
R02175,I02175,2025-Q2,true
R02176,I02176,2025-Q2,false
R02177,I02177,2026-Q2,true
R02178,I02178,2026-Q3,true
R02179,I02179,2025-Q4,true
R02180,I02180,2026-Q2,true
R02181,I02181,2026-Q3,true
R02182,I02182,2025-Q1,true
R02183,I02183,2025-Q4,false
R02184,I02184,2025-Q3,true
R02185,I02185,2025-Q3,true
R02186,I02186,2026-Q2,true
R02187,I02187,2025-Q4,true
R02188,I02188,2026-Q1,true
R02189,I02189,2026-Q2,true
R02190,I02190,2025-Q4,true
R02191,I02191,2025-Q4,true
R02192,I02192,2025-Q3,false
R02193,I02193,2025-Q3,true
R02194,I02194,2026-Q3,true
R02195,I02195,2026-Q3,true
R02196,I02196,2025-Q4,true
R02197,I02197,2026-Q1,true
R02198,I02198,2025-Q4,true
R02199,I02199,2026-Q3,true
R02200,I02200,2025-Q2,true
R02201,I02201,2025-Q2,true
R02202,I02202,2025-Q3,false
R02203,I02203,2026-Q3,true
R02204,I02204,2026-Q2,false
R02205,I02205,2025-Q3,true
R02206,I02206,2026-Q3,true
R02207,I02207,2025-Q3,true
R02208,I02208,2025-Q4,true
R02209,I02209,2026-Q1,true
R02210,I02210,2026-Q1,true
R02211,I02211,2026-Q2,true
R02212,I02212,2025-Q3,true
R02213,I02213,2026-Q3,false
R02214,I02214,2026-Q3,true
R02215,I02215,2025-Q2,true
R02216,I02216,2025-Q4,true
R02217,I02217,2025-Q2,true
R02218,I02218,2026-Q2,true
R02219,I02219,2025-Q2,true
R02220,I02220,2025-Q4,true
R02221,I02221,2025-Q4,true
R02222,I02222,2026-Q1,true
R02223,I02223,2026-Q2,false
R02224,I02224,2026-Q1,true
R02225,I02225,2026-Q2,true
R02226,I02226,2025-Q3,true
R02227,I02227,2025-Q4,false
R02228,I02228,2025-Q3,true
R02229,I02229,2026-Q2,true
R02230,I02230,2026-Q1,true
R02231,I02231,2026-Q1,true
R02232,I02232,2026-Q1,true
R02233,I02233,2026-Q3,true
R02234,I02234,2026-Q3,true
R02235,I02235,2025-Q2,true
R02236,I02236,2025-Q4,true
R02237,I02237,2026-Q2,true
R02238,I02238,2026-Q1,true
R02239,I02239,2025-Q4,true
R02240,I02240,2026-Q2,false
R02241,I02241,2025-Q4,false
R02242,I02242,2026-Q2,true
R02243,I02243,2025-Q3,true
R02244,I02244,2026-Q2,true
R02245,I02245,2026-Q3,true
R02246,I02246,2026-Q1,true
R02247,I02247,2025-Q4,true
R02248,I02248,2026-Q2,true
R02249,I02249,2026-Q3,true
R02250,I02250,2025-Q2,true
R02251,I02251,2026-Q1,true
R02252,I02252,2025-Q2,true
R02253,I02253,2026-Q3,true
R02254,I02254,2025-Q4,true
R02255,I02255,2026-Q2,true
R02256,I02256,2025-Q3,true
R02257,I02257,2026-Q1,true
R02258,I02258,2026-Q3,true
R02259,I02259,2025-Q3,true
R02260,I02260,2026-Q2,true
R02261,I02261,2025-Q4,true
R02262,I02262,2026-Q2,false
R02263,I02263,2025-Q3,true
R02264,I02264,2025-Q2,true
R02265,I02265,2025-Q4,true
R02266,I02266,2025-Q2,true
R02267,I02267,2026-Q2,true
R02268,I02268,2026-Q3,true
R02269,I02269,2026-Q3,true
R02270,I02270,2025-Q2,true
R02271,I02271,2026-Q1,true
R02272,I02272,2026-Q3,true
R02273,I02273,2025-Q2,true
R02274,I02274,2025-Q3,true
R02275,I02275,2025-Q2,false
R02276,I02276,2025-Q3,false
R02277,I02277,2026-Q3,true
R02278,I02278,2025-Q4,true
R02279,I02279,2026-Q1,false
R02280,I02280,2025-Q3,true
R02281,I02281,2025-Q4,true
R02282,I02282,2025-Q3,true
R02283,I02283,2025-Q3,false
R02284,I02284,2025-Q2,true
R02285,I02285,2026-Q3,true
R02286,I02286,2025-Q4,false
R02287,I02287,2025-Q2,true
R02288,I02288,2026-Q1,true
R02289,I02289,2026-Q3,true
R02290,I02290,2025-Q2,true
R02291,I02291,2026-Q2,true
R02292,I02292,2025-Q2,true
R02293,I02293,2025-Q3,true
R02294,I02294,2026-Q3,true
R02295,I02295,2026-Q2,false
R02296,I02296,2026-Q2,false
R02297,I02297,2025-Q4,false
R02298,I02298,2025-Q2,true
R02299,I02299,2026-Q2,true
R02300,I02300,2026-Q2,true
R02301,I02301,2025-Q2,true
R02302,I02302,2025-Q3,false
R02303,I02303,2026-Q2,false
R02304,I02304,2026-Q1,true
R02305,I02305,2025-Q3,true
R02306,I02306,2025-Q4,true
R02307,I02307,2025-Q2,true
R02308,I02308,2026-Q1,true
R02309,I02309,2025-Q4,false
R02310,I02310,2025-Q4,true
R02311,I02311,2025-Q2,true
R02312,I02312,2025-Q4,false
R02313,I02313,2026-Q2,true
R02314,I02314,2025-Q3,true
R02315,I02315,2025-Q2,true
R02316,I02316,2025-Q2,true
R02317,I02317,2026-Q3,false
R02318,I02318,2025-Q2,true
R02319,I02319,2025-Q4,true
R02320,I02320,2025-Q2,false
R02321,I02321,2026-Q1,true
R02322,I02322,2026-Q3,true
R02323,I02323,2026-Q1,true
R02324,I02324,2026-Q1,false
R02325,I02325,2025-Q3,true
R02326,I02326,2025-Q2,false
R02327,I02327,2025-Q4,true
R02328,I02328,2025-Q3,false
R02329,I02329,2025-Q3,false
R02330,I02330,2026-Q3,true
R02331,I02331,2025-Q1,true
R02332,I02332,2026-Q3,true
R02333,I02333,2026-Q1,false
R02334,I02334,2026-Q1,false
R02335,I02335,2026-Q3,true
R02336,I02336,2025-Q2,true
R02337,I02337,2025-Q4,true
R02338,I02338,2026-Q2,true
R02339,I02339,2026-Q1,true
R02340,I02340,2026-Q1,true
R02341,I02341,2025-Q2,true
R02342,I02342,2026-Q2,true
R02343,I02343,2025-Q1,false
R02344,I02344,2026-Q1,true
R02345,I02345,2025-Q3,true
R02346,I02346,2025-Q3,true
R02347,I02347,2025-Q3,true
R02348,I02348,2026-Q1,true
R02349,I02349,2026-Q2,true
R02350,I02350,2026-Q3,true
R02351,I02351,2026-Q2,true
R02352,I02352,2026-Q2,false
R02353,I02353,2025-Q4,true
R02354,I02354,2026-Q1,true
R02355,I02355,2026-Q2,true
R02356,I02356,2026-Q2,true
R02357,I02357,2025-Q3,true
R02358,I02358,2026-Q1,true
R02359,I02359,2025-Q3,false
R02360,I02360,2025-Q2,true
R02361,I02361,2025-Q3,true
R02362,I02362,2025-Q2,true
R02363,I02363,2025-Q4,false
R02364,I02364,2026-Q3,true
R02365,I02365,2026-Q2,false
R02366,I02366,2026-Q2,true
R02367,I02367,2026-Q1,true
R02368,I02368,2025-Q3,true
R02369,I02369,2026-Q1,true
R02370,I02370,2025-Q4,true
R02371,I02371,2025-Q2,true
R02372,I02372,2025-Q4,true
R02373,I02373,2025-Q4,false
R02374,I02374,2025-Q3,true
R02375,I02375,2025-Q2,true
R02376,I02376,2025-Q3,true
R02377,I02377,2025-Q2,true
R02378,I02378,2026-Q3,true
R02379,I02379,2025-Q2,true
R02380,I02380,2026-Q1,true
R02381,I02381,2026-Q3,true
R02382,I02382,2026-Q3,false
R02383,I02383,2026-Q1,true
R02384,I02384,2025-Q4,true
R02385,I02385,2026-Q1,false
R02386,I02386,2026-Q2,false
R02387,I02387,2026-Q2,false
R02388,I02388,2026-Q1,true
R02389,I02389,2026-Q3,true
R02390,I02390,2026-Q3,true
R02391,I02391,2025-Q3,true
R02392,I02392,2025-Q4,false
R02393,I02393,2026-Q1,true
R02394,I02394,2026-Q1,true
R02395,I02395,2026-Q2,true
R02396,I02396,2026-Q2,true
R02397,I02397,2025-Q3,true
R02398,I02398,2026-Q1,true
R02399,I02399,2026-Q1,true
R02400,I02400,2026-Q3,true
R02401,I02401,2025-Q2,false
R02402,I02402,2026-Q2,true
R02403,I02403,2025-Q2,true
R02404,I02404,2025-Q2,false
R02405,I02405,2025-Q3,true
R02406,I02406,2025-Q2,true
R02407,I02407,2026-Q2,true
R02408,I02408,2026-Q1,true
R02409,I02409,2025-Q2,true
R02410,I02410,2025-Q3,false
R02411,I02411,2026-Q1,false
R02412,I02412,2026-Q2,true
R02413,I02413,2025-Q3,true
R02414,I02414,2025-Q2,true
R02415,I02415,2025-Q3,true
R02416,I02416,2026-Q1,true
R02417,I02417,2025-Q4,true
R02418,I02418,2026-Q1,true
R02419,I02419,2025-Q4,true
R02420,I02420,2025-Q4,false
R02421,I02421,2025-Q3,true
R02422,I02422,2025-Q4,true
R02423,I02423,2025-Q3,true
R02424,I02424,2025-Q2,true
R02425,I02425,2025-Q3,true
R02426,I02426,2026-Q2,true
R02427,I02427,2025-Q3,true
R02428,I02428,2025-Q4,true
R02429,I02429,2026-Q2,true
R02430,I02430,2025-Q3,false
R02431,I02431,2026-Q3,true
R02432,I02432,2025-Q4,true
R02433,I02433,2026-Q1,true
R02434,I02434,2025-Q2,true
R02435,I02435,2025-Q4,true
R02436,I02436,2025-Q4,true
R02437,I02437,2026-Q2,true
R02438,I02438,2025-Q3,true
R02439,I02439,2026-Q2,false
R02440,I02440,2026-Q1,true
R02441,I02441,2025-Q4,true
R02442,I02442,2026-Q3,true
R02443,I02443,2026-Q1,true
R02444,I02444,2025-Q4,true
R02445,I02445,2026-Q3,false
R02446,I02446,2025-Q3,true
R02447,I02447,2025-Q3,true
R02448,I02448,2025-Q2,true
R02449,I02449,2025-Q3,false
R02450,I02450,2026-Q2,true
R02451,I02451,2025-Q4,true
R02452,I02452,2025-Q1,false
R02453,I02453,2025-Q4,true
R02454,I02454,2025-Q2,true
R02455,I02455,2025-Q2,false
R02456,I02456,2026-Q1,false
R02457,I02457,2025-Q4,true
R02458,I02458,2026-Q1,true
R02459,I02459,2025-Q3,true
R02460,I02460,2025-Q4,true
R02461,I02461,2025-Q2,true
R02462,I02462,2026-Q2,true
R02463,I02463,2026-Q1,true
R02464,I02464,2026-Q3,true
R02465,I02465,2025-Q2,true
